Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 10/06  24:00:00,0.590173586454,0.0320348128624,0.0,0.129806866439,0.0286467051723,0.158453571612,0.0286467051723,0.0502302343206,0.00836147880058,0.0424739606165,0.253346005445,0.0675133356598
 10/07  01:00:00,0.499350666705,0.0306552288078,0.0,0.110378284576,0.0243577785522,0.134736063128,0.0243577785522,0.0311773795,0.005189882175,0.0403461245354,0.233264936959,0.0448412804078
 10/07  02:00:00,0.460011988181,0.0231442011455,0.0,0.0970472271906,0.0214153621504,0.118462589341,0.0214153621504,0.0207849187822,0.00345992174446,0.0382062790772,0.230560415951,0.0387428632858
 10/07  03:00:00,0.445977238747,0.022921238066,0.0,0.0873502967133,0.0193044826791,0.106654779392,0.0193044826791,0.0207849187822,0.00345992174446,0.0368356293614,0.227314990741,0.0411319987256
 10/07  04:00:00,0.453850924348,0.029656540014,0.0,0.0827586979532,0.0182381377638,0.100996835717,0.0182381377638,0.0207849187822,0.00345992174446,0.0373264823041,0.21872813654,0.0627596292605
 10/07  05:00:00,0.59002234719,0.0387029714426,0.0,0.0899106976003,0.0198454750092,0.10975617261,0.0198454750092,0.0225169960107,0.00374824863012,0.0395336363207,0.244083020992,0.160589272627
 10/07  06:00:00,0.88110955769,0.0705890600924,0.0,0.119374109409,0.0263164184318,0.145690527841,0.0263164184318,0.04676606925,0.0077848232625,0.0464533268018,0.282013928132,0.342605882403
 10/07  07:00:00,0.97987419745,0.108386161865,0.0,0.0852578336661,0.0191368922221,0.104394725888,0.0191368922221,0.0952642210353,0.015857974294,0.0559505021993,0.299660927711,0.383950846323
 10/07  08:00:00,0.914611608896,0.112508825287,0.0,0.104775268814,0.023336509814,0.128111778628,0.023336509814,0.0848717523573,0.0141280120967,0.0643319958088,0.253346005445,0.36002706456
 10/07  09:00:00,0.780947849102,0.11432443018,0.0,0.103481068546,0.0227641382653,0.126245206811,0.0227641382653,0.041569848178,0.00691984437231,0.0676400308981,0.21561793738,0.313159981462
 10/07  10:00:00,0.755569586345,0.102960726929,0.0,0.129574874925,0.0282121445646,0.157787019489,0.0282121445646,0.0329094620353,0.00547820994404,0.0635290724584,0.220688914271,0.265381908147
 10/07  11:00:00,0.714685330029,0.117595129459,0.0,0.129558124736,0.0281775155564,0.157735640292,0.0281775155564,0.0329094620353,0.00547820994404,0.0626253092793,0.220756527296,0.225385181182
 10/07  12:00:00,0.710585070554,0.131969408396,0.0,0.153426901686,0.0329465391492,0.186373440835,0.0329465391492,0.0329094620353,0.00547820994404,0.0640698479682,0.21703781091,0.194921298862
 10/07  13:00:00,0.711345098877,0.110530027956,0.0,0.164868319411,0.0352392320783,0.20010755149,0.0352392320783,0.0329094620353,0.00547820994404,0.0621845843339,0.224542856707,0.176327434367
 10/07  14:00:00,0.697311250238,0.107011796986,0.0,0.158643914982,0.0339184574082,0.19256237239,0.0339184574082,0.0329094620353,0.00547820994404,0.0590941652843,0.237186492421,0.160285548164
 10/07  15:00:00,0.724842695257,0.134259425026,0.0,0.163423053178,0.0350088050238,0.198431858202,0.0350088050238,0.0346415445706,0.00576653771308,0.0615202674363,0.250371032336,0.164316454999
 10/07  16:00:00,0.853554036077,0.210573613515,0.0,0.195658502301,0.0411012971358,0.236759799437,0.0411012971358,0.0433019041794,0.00720817214135,0.0711567298134,0.2961450504,0.189187380107
 10/07  17:00:00,1.07431488262,0.334941738467,0.0,0.242532383297,0.0505635566262,0.293095939923,0.0505635566262,0.0710151451427,0.0118213987783,0.0885900741333,0.359768907118,0.240228417524
 10/07  18:00:00,1.28003582434,0.268297958361,0.0,0.265247496431,0.0558206933484,0.321068189779,0.0558206933484,0.129905739072,0.0216245120071,0.089833031476,0.390600446612,0.287208905395
 10/07  19:00:00,1.34994143689,0.152082495117,0.0,0.265477120562,0.0561715435905,0.321648664153,0.0561715435905,0.204385049285,0.0340225663235,0.0813917749838,0.4031764693,0.295521912846
 10/07  20:00:00,1.35315136151,0.101820235776,0.0,0.266088563216,0.0559834839751,0.322072047191,0.0559834839751,0.225169960107,0.0374824863012,0.0716103092387,0.417037139467,0.269984419205
 10/07  21:00:00,1.24741587086,0.0791963639755,0.0,0.255616818852,0.0537722587417,0.309389077594,0.0537722587417,0.188796359535,0.031427620819,0.0644081700741,0.407300863838,0.236298778997
 10/07  22:00:00,1.0378167163,0.0563919087851,0.0,0.218868594369,0.0469452338618,0.265813828231,0.0469452338618,0.142030290285,0.0236427975565,0.0555424445851,0.352466700396,0.188525655241
 10/07  23:00:00,0.828821761897,0.0429764304672,0.0,0.177239853838,0.038644178042,0.21588403188,0.038644178042,0.098728359572,0.0164346298321,0.0481685821101,0.306287004181,0.133524154322
 10/07  24:00:00,0.601261366244,0.0320348128624,0.0,0.134938915106,0.0298229421252,0.164761857231,0.0298229421252,0.0502302343206,0.00836147880058,0.0428023993826,0.253346005445,0.0719643910648
 10/08  01:00:00,0.494471960058,0.0306552288078,0.0,0.106049892804,0.0236989719346,0.129748864738,0.0236989719346,0.0311773795,0.005189882175,0.0403461245354,0.233264936959,0.0449497721503
 10/08  02:00:00,0.445925580079,0.0231442011455,0.0,0.0851074948784,0.0191886182316,0.10429611311,0.0191886182316,0.0207849187822,0.00345992174446,0.0382062790772,0.230560415951,0.0388229314146
 10/08  03:00:00,0.421004021736,0.022921238066,0.0,0.0664529304334,0.01513745562,0.0815903860534,0.01513745562,0.0207849187822,0.00345992174446,0.0368356293614,0.227314990741,0.0412231750538
 10/08  04:00:00,0.418910886583,0.029656540014,0.0,0.0535880355693,0.0122805972981,0.0658686328674,0.0122805972981,0.0207849187822,0.00345992174446,0.0373264823041,0.21872813654,0.0629477943456
 10/08  05:00:00,0.544659409869,0.0387029714426,0.0,0.0518244298263,0.0119484341766,0.063772864003,0.0119484341766,0.0225169960107,0.00374824863012,0.0395336363207,0.244083020992,0.161209643913
