Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/01  01:00:00,0.498477885559,0.0353437826845,0.0,0.0,0.0,0.0,0.0,0.051298941822,0.00853938354461,0.0389770129118,0.299196969621,0.0906705776605
 01/01  02:00:00,0.412432639741,0.033714519307,0.0,0.0,0.0,0.0,0.0,0.0299243937853,0.00498130633154,0.0366038093052,0.275481597329,0.0556465329906
 01/01  03:00:00,0.389160120875,0.0260902648037,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0345384536427,0.272287607795,0.047606419593
 01/01  04:00:00,0.387421853047,0.0258269495104,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0332769556732,0.268454820353,0.0509624371758
 01/01  05:00:00,0.406848427188,0.0325350862223,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0338304829616,0.258313903582,0.0799764007993
 01/01  06:00:00,0.568066729895,0.0419761444586,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0360452309657,0.288257555466,0.209036303619
 01/01  07:00:00,0.89309743783,0.074652024733,0.0,0.0,0.0,0.0,0.0,0.0491615002853,0.00818357405654,0.0428581977933,0.333053258684,0.450045907011
 01/01  08:00:00,1.05318042527,0.113066091931,0.0,0.0,0.0,0.0,0.0,0.100460442107,0.0167229531842,0.0522011846794,0.353894040395,0.505106804903
 01/01  09:00:00,0.954729450976,0.116692270773,0.0,0.0,0.0,0.0,0.0,0.0961855325,0.016011338625,0.0605081669804,0.299196969621,0.47303244325
 01/01  10:00:00,0.796591875372,0.118086676095,0.0,0.0,0.0,0.0,0.0,0.0491615002853,0.00818357405654,0.0637657254319,0.254640815618,0.41104525998
 01/01  11:00:00,0.725203112657,0.106658753127,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0597797549385,0.260629545995,0.347626785716
 01/01  12:00:00,0.670941560075,0.121452971462,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0588912012469,0.260709395733,0.294173937086
 01/01  13:00:00,0.627238727417,0.135939988621,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0601596923813,0.256317660123,0.253594348904
 01/01  14:00:00,0.60880362992,0.114355347545,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0582516037592,0.265180981081,0.228204019072
 01/01  15:00:00,0.60212726935,0.110946652021,0.0,0.0,0.0,0.0,0.0,0.0427491226073,0.00711615000923,0.0552107169154,0.280112882153,0.207143397665
 01/01  16:00:00,0.638109715155,0.138644456113,0.0,0.0,0.0,0.0,0.0,0.0534364098927,0.00889518861577,0.0576101118494,0.295683581133,0.212689423664
 01/01  17:00:00,0.77702326921,0.216322879477,0.0,0.0,0.0,0.0,0.0,0.089773154822,0.0149439189946,0.0671024077954,0.349741854,0.245666933598
 01/01  18:00:00,1.02705616106,0.342786031824,0.0,0.0,0.0,0.0,0.0,0.166721580822,0.0277529898946,0.08424901191,0.424880457793,0.313657120639
 01/01  19:00:00,1.24995352571,0.275778392135,0.0,0.0,0.0,0.0,0.0,0.247944942963,0.0412736753538,0.0852833183682,0.461291938484,0.374364650545
 01/01  20:00:00,1.25376647509,0.158447042932,0.0,0.0,0.0,0.0,0.0,0.262907113322,0.0437643285196,0.076857507091,0.476143989818,0.384298536337
 01/01  21:00:00,1.18475997895,0.107800595774,0.0,0.0,0.0,0.0,0.0,0.226570368393,0.0377156025577,0.0671599615243,0.492513186181,0.351005860294
 01/01  22:00:00,1.07978915763,0.0848170922024,0.0,0.0,0.0,0.0,0.0,0.190233623463,0.0316668721788,0.0600180686125,0.481014823858,0.307060769515
 01/01  23:00:00,0.888486990358,0.0611239826866,0.0,0.0,0.0,0.0,0.0,0.143209591249,0.0238391076104,0.0513238084703,0.416256686051,0.244062796978
 01/01  24:00:00,0.701726480847,0.047023020914,0.0,0.0,0.0,0.0,0.0,0.0983229740367,0.0163671481131,0.0442136254855,0.361719314753,0.171308418458
 01/02  01:00:00,0.492260335294,0.0353437826845,0.0,0.0,0.0,0.0,0.0,0.051298941822,0.00853938354461,0.0386485741458,0.299196969621,0.0847814661606
 01/02  02:00:00,0.408938822995,0.033714519307,0.0,0.0,0.0,0.0,0.0,0.0299243937853,0.00498130633154,0.0364037809873,0.275481597329,0.0523527445621
 01/02  03:00:00,0.386163456418,0.0260902648037,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0344190020612,0.272287607795,0.0447292067168
 01/02  04:00:00,0.384254835691,0.0258269495104,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0331770229889,0.268454820353,0.0478953525041
 01/02  05:00:00,0.401046003525,0.0325350862223,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0336696072551,0.258313903582,0.074334852843
 01/02  06:00:00,0.551729801424,0.0419761444586,0.0,0.0,0.0,0.0,0.0,0.0213745639571,0.003558075888,0.0357451070141,0.288257555466,0.1929994991
 01/02  07:00:00,0.855795729748,0.074652024733,0.0,0.0,0.0,0.0,0.0,0.0491615002853,0.00818357405654,0.0422578350732,0.333053258684,0.413344561649
 01/02  08:00:00,1.01011498255,0.113066091931,0.0,0.0,0.0,0.0,0.0,0.100460442107,0.0167229531842,0.0510568111019,0.353894040395,0.463185735761
 01/02  09:00:00,0.912103763233,0.116692270773,0.0,0.0,0.0,0.0,0.0,0.0961855325,0.016011338625,0.0586542613656,0.299196969621,0.432260661121
 01/02  10:00:00,0.759108427688,0.118086676095,0.0,0.0,0.0,0.0,0.0,0.0491615002853,0.00818357405654,0.0616202140166,0.254640815618,0.375707323712
 01/02  11:00:00,0.694249314396,0.106658753127,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0577626539713,0.260629545995,0.318690088421
 01/02  12:00:00,0.646259987713,0.121452971462,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0571243967723,0.260709395733,0.271259169199
 01/02  13:00:00,0.606575506987,0.135939988621,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0585931939908,0.256317660123,0.234497626865
 01/02  14:00:00,0.591784003401,0.114355347545,0.0,0.0,0.0,0.0,0.0,0.0406116810706,0.00676034493808,0.0567480421383,0.265180981081,0.212687954173
 01/02  15:00:00,0.586555828523,0.110946652021,0.0,0.0,0.0,0.0,0.0,0.0427491226073,0.00711615000923,0.0539269802759,0.280112882153,0.192855693477
 01/02  16:00:00,0.622074774919,0.138644456113,0.0,0.0,0.0,0.0,0.0,0.0534364098927,0.00889518861577,0.0564069519463,0.295683581133,0.197857643331
 01/02  17:00:00,0.756408062749,0.216322879477,0.0,0.0,0.0,0.0,0.0,0.089773154822,0.0149439189946,0.065849142667,0.349741854,0.226304992265
 01/02  18:00:00,1.00056215193,0.342786031824,0.0,0.0,0.0,0.0,0.0,0.166721580822,0.0277529898946,0.0828891267443,0.424880457793,0.288522996672
 01/02  19:00:00,1.21441922588,0.275778392135,0.0,0.0,0.0,0.0,0.0,0.247944942963,0.0412736753538,0.0834922952089,0.461291938484,0.340621373868
 01/02  20:00:00,1.21375612407,0.158447042932,0.0,0.0,0.0,0.0,0.0,0.262907113322,0.0437643285196,0.0747921860178,0.476143989818,0.346353506396
 01/02  21:00:00,1.14709434708,0.107800595774,0.0,0.0,0.0,0.0,0.0,0.226570368393,0.0377156025577,0.0653297857535,0.492513186181,0.3151704042
 01/02  22:00:00,1.0490182407,0.0848170922024,0.0,0.0,0.0,0.0,0.0,0.190233623463,0.0316668721788,0.0584926622668,0.481014823858,0.277815258936
 01/02  23:00:00,0.864485911753,0.0611239826866,0.0,0.0,0.0,0.0,0.0,0.143209591249,0.0238391076104,0.0502967902808,0.416256686051,0.221088736563
 01/02  24:00:00,0.687405357086,0.047023020914,0.0,0.0,0.0,0.0,0.0,0.0983229740367,0.0163671481131,0.0435869416981,0.361719314753,0.157613978485
 01/03  01:00:00,0.494501137728,0.0353437826845,0.0,0.0,0.0,0.0,0.0,0.051298941822,0.00853938354461,0.0386485741458,0.299196969621,0.0870222685946
 01/03  02:00:00,0.411232394353,0.033714519307,0.0,0.0,0.0,0.0,0.0,0.0299243937853,0.00498130633154,0.0364037809873,0.275481597329,0.05464631592
 01/03  03:00:00,0.414663054516,0.0260902648037,0.0256166876312,0.0,0.00051756501663,0.0261342526478,0.00051756501663,0.0213745639571,0.003558075888,0.0344190020612,0.272287607795,0.0470945521673
 01/03  04:00:00,0.476941312992,0.0258269495104,0.0886406029641,0.0,0.00175937646863,0.0903999794327,0.00175937646863,0.0213745639571,0.003558075888,0.0331770229889,0.268454820353,0.0501818503717
 01/03  05:00:00,0.576942704325,0.0325350862223,0.17061607813,0.0,0.00325526435295,0.173871342483,0.00325526435295,0.0213745639571,0.003558075888,0.0336696072551,0.258313903582,0.0763602111597
 01/03  06:00:00,0.766937619632,0.0419761444586,0.208921189099,0.0,0.00386715614165,0.212788345241,0.00386715614165,0.0213745639571,0.003558075888,0.0357451070141,0.288257555466,0.195418972066
 01/03  07:00:00,1.45904159232,0.074652024733,0.589585143636,0.0,0.010778111989,0.600363255625,0.010778111989,0.0491615002853,0.00818357405654,0.0422578350732,0.333053258684,0.416227168593
 01/03  08:00:00,1.24326369688,0.113066091931,0.226239711566,0.0,0.00412851846184,0.230368230028,0.00412851846184,0.100460442107,0.0167229531842,0.0510568111019,0.353894040395,0.465966220067
