Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 01/01  01:00:00,0.442207292323,1.14523178968,0.0,0.868701721837,0.027583854589,0.027583854589,0.027583854589,0.0535946394262,0.00915354295514,0.0389770129118,0.302884242441
 01/01  02:00:00,0.394004677389,1.21889099195,0.0,1.0048556015,0.0319071438424,0.0319071438424,0.0319071438424,0.0312635512159,0.00533956869658,0.0366038093052,0.278876604329
 01/01  03:00:00,0.38180430837,1.30913815608,0.0,1.11685702003,0.0354635208642,0.0354635208642,0.0354635208642,0.0223311048432,0.00381397662586,0.0345384536427,0.275643252395
 01/01  04:00:00,0.379324904942,1.39824723189,0.0,1.20069539348,0.0381256377268,0.0381256377268,0.0381256377268,0.0223311048432,0.00381397662586,0.0332769556732,0.271763230073
 01/01  05:00:00,0.371735874575,1.5212113805,0.0,1.26756583521,0.0402489724626,0.0402489724626,0.0402489724626,0.0223311048432,0.00381397662586,0.0338304829616,0.261497337682
 01/01  06:00:00,0.40373911511,1.73564997093,0.0,1.25105771172,0.03972479061,0.03972479061,0.03972479061,0.0223311048432,0.00381397662586,0.0360452309657,0.291810012066
 01/01  07:00:00,0.485968446386,2.05762019838,0.0,1.12760443942,0.0358047832863,0.0358047832863,0.0358047832863,0.0513615444659,0.00877214789658,0.0428581977933,0.337157772944
 01/01  08:00:00,0.592263730322,2.13198279947,0.0,1.06797200021,0.0339112765847,0.0339112765847,0.0339112765847,0.104956183892,0.0179256908517,0.0522011846794,0.358255394315
 01/01  09:00:00,0.520573285999,1.94319632132,0.0,0.92948847967,0.0295140143284,0.0295140143284,0.0295140143284,0.10048996625,0.017162896,0.0605081669804,0.302884242441
 01/01  10:00:00,0.407072939984,1.3940672481,0.0,0.48438121187,0.0153805392323,0.0153805392323,0.0153805392323,0.0513615444659,0.00877214789658,0.0637657254319,0.257778982958
 01/01  11:00:00,0.383388326412,0.792945045635,0.0,0.0024381572638,7.74187200728e-05,7.74187200728e-05,7.74187200728e-05,0.0424290814603,0.00724655345856,0.0597797549385,0.263841517835
 01/01  12:00:00,0.382503187799,0.712656071862,0.0,0.0,0.0,0.0,0.0,0.0424290814603,0.00724655345856,0.0588912012469,0.263922351633
 01/01  13:00:00,0.379325820023,0.656571149132,0.0,0.0,0.0,0.0,0.0,0.0424290814603,0.00724655345856,0.0601596923813,0.259476492723
 01/01  14:00:00,0.386390283019,0.590591810002,0.0,0.0,0.0,0.0,0.0,0.0424290814603,0.00724655345856,0.0582516037592,0.268449044341
 01/01  15:00:00,0.401079838943,0.550649090637,0.0,0.0,0.0,0.0,0.0,0.0446622041421,0.00762795325171,0.0552107169154,0.283564964633
 01/01  16:00:00,0.432314372019,0.587349436276,0.0,0.0,0.0,0.0,0.0,0.0558277621079,0.00953494274829,0.0576101118494,0.299327555313
 01/01  17:00:00,0.540977771877,0.723004510681,0.0,0.0,0.0,0.0,0.0,0.0937906259262,0.0160187013551,0.0671024077954,0.3540520368
