Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.85506225169,7.93546067992,0.0,7.54461865543,0.202010728819,0.202010728819,0.202010728819,0.13299183107,0.0275544175015,0.092942924749,0.38421434955,0.36437587716
 01/01  02:00:00,0.753451443373,8.32137748686,0.0,8.01126665391,0.214505449438,0.214505449438,0.214505449438,0.0775785967864,0.0160734078338,0.0761857795615,0.353760209753,0.285742482734
 01/01  03:00:00,0.725213094207,8.91504876022,0.0,8.62676379809,0.230985676254,0.230985676254,0.230985676254,0.0554132755573,0.0114810068172,0.0623264934745,0.349658642104,0.264199143503
 01/01  04:00:00,0.720474673858,9.23938805146,0.0,8.94547054703,0.239519200024,0.239519200024,0.239519200024,0.0554132755573,0.0114810068172,0.0539764305342,0.344736760925,0.270170723717
 01/01  05:00:00,0.725380817262,9.52876407192,0.0,9.17262571422,0.245601386941,0.245601386941,0.245601386941,0.0554132755573,0.0114810068172,0.0658228643082,0.331714283638,0.333288614815
 01/01  06:00:00,0.781917687317,9.94674567915,0.0,9.31564306272,0.249430744013,0.249430744013,0.249430744013,0.0554132755573,0.0114810068172,0.080078180578,0.370166480351,0.605604139818
 01/01  07:00:00,1.00880826315,11.2868149328,0.0,10.1409564823,0.271528900727,0.271528900727,0.271528900727,0.127450542036,0.0264063108338,0.14038354292,0.427690966632,1.11639746822
 01/01  08:00:00,1.30785669764,11.7540301634,0.0,10.4604917955,0.280084609698,0.280084609698,0.280084609698,0.260442373107,0.0539607283354,0.228567290958,0.454453695544,1.26223386694
 01/01  09:00:00,1.24192480132,10.2315072401,0.0,8.97127947037,0.24021024614,0.24021024614,0.24021024614,0.24935972625,0.0516645292523,0.30112795013,0.38421434955,1.23376162241
 01/01  10:00:00,1.07899314407,8.90435411958,0.0,7.75807996458,0.207726256218,0.207726256218,0.207726256218,0.127450542036,0.0264063108338,0.375064554145,0.326997480842,1.12374932345
 01/01  11:00:00,1.08428695966,8.90593373699,0.0,7.89375537022,0.211359029301,0.211359029301,0.211359029301,0.105285248323,0.0218139126677,0.395792849183,0.334687920184,0.989123788475
 01/01  12:00:00,1.04523963788,6.65646364076,0.0,5.76622998945,0.15439353212,0.15439353212,0.15439353212,0.105285248323,0.0218139126677,0.413608485392,0.334790459375,0.867172009723
 01/01  13:00:00,0.986048640469,5.08385177169,0.0,4.28728926898,0.11479419563,0.11479419563,0.11479419563,0.105285248323,0.0218139126677,0.399656479991,0.329150803858,0.77388934207
 01/01  14:00:00,0.935601369923,4.14500584592,0.0,3.40556976104,0.0911857392523,0.0911857392523,0.0911857392523,0.105285248323,0.0218139126677,0.361435815596,0.340532654084,0.71597889906
 01/01  15:00:00,0.921638177423,3.7121302762,0.0,3.02614248522,0.0810263946887,0.0810263946887,0.0810263946887,0.110826537357,0.0229620193354,0.331767743197,0.359707482845,0.661209769937
 01/01  16:00:00,0.985618590026,3.80851684174,0.0,3.11515240652,0.0834096773827,0.0834096773827,0.0834096773827,0.138533188893,0.0287025099169,0.339922588697,0.379702625135,0.667209072647
 01/01  17:00:00,1.22385536687,4.08460599966,0.0,3.31613575707,0.0887911015446,0.0887911015446,0.0887911015446,0.23273572157,0.0482202235015,0.389638662656,0.4491216576,0.737533032742
 01/01  18:00:00,1.70397781374,6.17394857758,0.0,5.25934654505,0.140821488428,0.140821488428,0.140821488428,0.432223571359,0.0895518497538,0.480421867651,0.54561103655,0.877018266869
 01/01  19:00:00,1.96210490687,5.38164918807,0.0,4.32561199779,0.115820304799,0.115820304799,0.115820304799,0.642793999216,0.133179675089,0.432594020017,0.592368907752,1.01523256441
 01/01  20:00:00,1.91857644646,5.54579134602,0.0,4.45919010746,0.119396921792,0.119396921792,0.119396921792,0.681583297609,0.141216379006,0.349590650728,0.611441197322,1.04448284077
 01/01  21:00:00,1.79615955929,5.81367509753,0.0,4.80066853114,0.128540167911,0.128540167911,0.128540167911,0.587380696143,0.121698665421,0.310730298291,0.632461731524,0.969440194165
