Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.815015097141,6.44063125194,0.0,6.04895299909,0.16196357427,0.16196357427,0.16196357427,0.13299183107,0.0275544175015,0.092942924749,0.38421434955,0.365212105519
 01/01  02:00:00,0.707707835859,6.6143174132,0.0,6.30285207298,0.168761841924,0.168761841924,0.168761841924,0.0775785967864,0.0160734078338,0.0761857795615,0.353760209753,0.287096989998
 01/01  03:00:00,0.669636811285,6.84080570603,0.0,6.55112225476,0.175409393332,0.175409393332,0.175409393332,0.0554132755573,0.0114810068172,0.0623264934745,0.349658642104,0.265597632649
 01/01  04:00:00,0.657811686039,6.90052062856,0.0,6.60515748709,0.176856212205,0.176856212205,0.176856212205,0.0554132755573,0.0114810068172,0.0539764305342,0.344736760925,0.27161636076
 01/01  05:00:00,0.666176504302,7.31914572788,0.0,6.96148590667,0.186397073981,0.186397073981,0.186397073981,0.0554132755573,0.0114810068172,0.0658228643082,0.331714283638,0.334810078317
 01/01  06:00:00,0.716052611039,7.4882657502,0.0,6.85573964013,0.183565667736,0.183565667736,0.183565667736,0.0554132755573,0.0114810068172,0.080078180578,0.370166480351,0.607027633458
 01/01  07:00:00,0.916898973256,7.85563696449,0.0,6.70836383145,0.179619610834,0.179619610834,0.179619610834,0.127450542036,0.0264063108338,0.14038354292,0.427690966632,1.11781215079
 01/01  08:00:00,1.20707968991,7.99167705712,0.0,6.69671104468,0.179307601963,0.179307601963,0.179307601963,0.260442373107,0.0539607283354,0.228567290958,0.454453695544,1.26366151152
 01/01  09:00:00,1.17932913471,7.89445757199,0.0,6.63348069684,0.177614579527,0.177614579527,0.177614579527,0.24935972625,0.0516645292523,0.30112795013,0.38421434955,1.23451072782
 01/01  10:00:00,1.03217712135,7.15641000395,0.0,6.00961323462,0.160910233491,0.160910233491,0.160910233491,0.127450542036,0.0264063108338,0.375064554145,0.326997480842,1.12427193778
 01/01  11:00:00,1.0449402162,7.43715573557,0.0,6.42424839669,0.172012285843,0.172012285843,0.172012285843,0.105285248323,0.0218139126677,0.395792849183,0.334687920184,0.989852760578
 01/01  12:00:00,1.01490394466,5.52415016052,0.0,4.6332642391,0.124057838905,0.124057838905,0.124057838905,0.105285248323,0.0218139126677,0.413608485392,0.334790459375,0.867824279842
 01/01  13:00:00,0.963872158212,4.25609208049,0.0,3.45905057727,0.092617713373,0.092617713373,0.092617713373,0.105285248323,0.0218139126677,0.399656479991,0.329150803858,0.774368342581
 01/01  14:00:00,0.917292858267,3.46169650864,0.0,2.72179054098,0.0728772275961,0.0728772275961,0.0728772275961,0.105285248323,0.0218139126677,0.361435815596,0.340532654084,0.716448781833
 01/01  15:00:00,0.909260413223,3.25038938163,0.0,2.56386252992,0.0686486304895,0.0686486304895,0.0686486304895,0.110826537357,0.0229620193354,0.331767743197,0.359707482845,0.66174883068
 01/01  16:00:00,0.976355842127,3.46313127307,0.0,2.76921087657,0.0741469294842,0.0741469294842,0.0741469294842,0.138533188893,0.0287025099169,0.339922588697,0.379702625135,0.667765033933
 01/01  17:00:00,1.22298835406,4.0527059405,0.0,3.28375489748,0.0879240887313,0.0879240887313,0.0879240887313,0.23273572157,0.0482202235015,0.389638662656,0.4491216576,0.738013833173
 01/01  18:00:00,1.69034083183,5.66538503744,0.0,4.75003781298,0.127184506513,0.127184506513,0.127184506513,0.432223571359,0.0895518497538,0.480421867651,0.54561103655,0.877763458794
 01/01  19:00:00,1.9523278185,5.01710901729,0.0,3.96046107839,0.106043216423,0.106043216423,0.106043216423,0.642793999216,0.133179675089,0.432594020017,0.592368907752,1.01584331303
 01/01  20:00:00,1.90877355748,5.18021736203,0.0,4.09307559729,0.109594032818,0.109594032818,0.109594032818,0.681583297609,0.141216379006,0.349590650728,0.611441197322,1.04502336695
 01/01  21:00:00,1.78265213973,5.30980074365,0.0,4.29619864373,0.115032748348,0.115032748348,0.115032748348,0.587380696143,0.121698665421,0.310730298291,0.632461731524,0.970035727694
 01/01  22:00:00,1.64988872987,5.67548548302,0.0,4.76317967547,0.12753638609,0.12753638609,0.12753638609,0.493178163466,0.102180951837,0.293949140492,0.617696087987,0.869756549069
 01/01  23:00:00,1.38378049704,6.41241241216,0.0,5.65928009431,0.151529898151,0.151529898151,0.151529898151,0.371268979252,0.0769227476707,0.234174068073,0.534536803897,0.7163113875
 01/01  24:00:00,1.10729528331,6.86221531059,0.0,6.28468462556,0.168275399936,0.168275399936,0.168275399936,0.254901084073,0.05281263592,0.151455627092,0.464502536285,0.545533981692
 01/02  01:00:00,0.826320539119,7.09460148579,0.0,6.71669565423,0.179842699325,0.179842699325,0.179842699325,0.13299183107,0.0275544175015,0.0863692416722,0.38421434955,0.351439684227
 01/02  02:00:00,0.724570383885,7.38421849918,0.0,7.08003993229,0.189571414025,0.189571414025,0.189571414025,0.0775785967864,0.0160734078338,0.0722387554862,0.353760209753,0.279810216663
 01/02  03:00:00,0.683678048574,7.45739708033,0.0,7.17305248433,0.192061869048,0.192061869048,0.192061869048,0.0554132755573,0.0114810068172,0.0597152550472,0.349658642104,0.260258777376
 01/02  04:00:00,0.678554184176,7.72046141099,0.0,7.4308348814,0.198964114514,0.198964114514,0.198964114514,0.0554132755573,0.0114810068172,0.0526110263622,0.344736760925,0.265879748887
 01/02  05:00:00,0.677601940796,7.83388437481,0.0,7.48795998272,0.20049366609,0.20049366609,0.20049366609,0.0554132755573,0.0114810068172,0.0631517086927,0.331714283638,0.323074649199
 01/02  06:00:00,0.727851939378,8.04817463376,0.0,7.44941808891,0.199461688675,0.199461688675,0.199461688675,0.0554132755573,0.0114810068172,0.0759814879778,0.370166480351,0.573258068238
 01/02  07:00:00,0.936278073102,8.89880911597,0.0,7.82896449083,0.209624222896,0.209624222896,0.209624222896,0.127450542036,0.0264063108338,0.129758030703,0.427690966632,1.04038364288
 01/02  08:00:00,1.1952787043,8.24696664654,0.0,7.04629876286,0.188667978273,0.188667978273,0.188667978273,0.260442373107,0.0539607283354,0.207405929039,0.454453695544,1.16936338275
 01/02  09:00:00,1.15108488831,7.9523990773,0.0,6.79008127598,0.181807634017,0.181807634017,0.181807634017,0.24935972625,0.0516645292523,0.268690649238,0.38421434955,1.13585165399
 01/02  10:00:00,1.00510517502,7.73613677637,0.0,6.68034321647,0.17886934563,0.17886934563,0.17886934563,0.127450542036,0.0264063108338,0.330033495679,0.326997480842,1.03326872834
 01/02  11:00:00,1.01002747826,7.95662253432,0.0,7.02194060871,0.188015777189,0.188015777189,0.188015777189,0.105285248323,0.0218139126677,0.344876619894,0.334687920184,0.91162734731
 01/02  12:00:00,0.979939381929,6.11366804229,0.0,5.28775117036,0.14158203569,0.14158203569,0.14158203569,0.105285248323,0.0218139126677,0.361119725873,0.334790459375,0.802855230339
 01/02  13:00:00,0.951250716309,5.51396263319,0.0,4.77327815167,0.127806777561,0.127806777561,0.127806777561,0.105285248323,0.0218139126677,0.3518459739,0.329150803858,0.718011320886
 01/02  14:00:00,0.917130969977,5.03464282847,0.0,4.34365339829,0.116303371821,0.116303371821,0.116303371821,0.105285248323,0.0218139126677,0.317847783081,0.340532654084,0.667532244353
 01/02  15:00:00,0.917176901716,4.96300543635,0.0,4.32077123756,0.115690691157,0.115690691157,0.115690691157,0.110826537357,0.0229620193354,0.292642171022,0.359707482845,0.617456177748
 01/02  16:00:00,0.977824216245,4.85803104645,0.0,4.20811534673,0.112674276458,0.112674276458,0.112674276458,0.138533188893,0.0287025099169,0.302863615842,0.379702625135,0.623760337146
 01/02  17:00:00,1.21327587156,4.97750235625,0.0,4.26246542498,0.114129525479,0.114129525479,0.114129525479,0.23273572157,0.0482202235015,0.353720743409,0.4491216576,0.684099721423
 01/02  18:00:00,1.67274807876,6.26390568017,0.0,5.41330069996,0.144943683659,0.144943683659,0.144943683659,0.432223571359,0.0895518497538,0.445069937436,0.54561103655,0.813021214546
 01/02  19:00:00,1.9298297534,5.37433830804,0.0,4.40162044448,0.117855466868,0.117855466868,0.117855466868,0.642793999216,0.133179675089,0.398283704478,0.592368907752,0.931913237689
 01/02  20:00:00,1.87412820317,5.07147208273,0.0,4.07811413869,0.109193432696,0.109193432696,0.109193432696,0.681583297609,0.141216379006,0.315345896534,0.611441197322,0.951239546242
 01/02  21:00:00,1.74648842764,5.17160443611,0.0,4.24733520127,0.113724406592,0.113724406592,0.113724406592,0.587380696143,0.121698665421,0.275874927963,0.632461731524,0.880702862622
 01/02  22:00:00,1.60382141137,5.20981608495,0.0,4.37250641814,0.117075925058,0.117075925058,0.117075925058,0.493178163466,0.102180951837,0.258342283024,0.617696087987,0.79476040833
 01/02  23:00:00,1.32835651198,5.3402001003,0.0,4.6460104607,0.12439912501,0.12439912501,0.12439912501,0.371268979252,0.0769227476707,0.205880856148,0.534536803897,0.65736870924
 01/02  24:00:00,1.05957160546,5.62333041272,0.0,5.08250854473,0.136086567425,0.136086567425,0.136086567425,0.254901084073,0.05281263592,0.135920781757,0.464502536285,0.508825164656
 01/03  01:00:00,0.794265062649,5.89743492349,0.0,5.5195001033,0.147787222855,0.147787222855,0.147787222855,0.13299183107,0.0275544175015,0.0863692416722,0.38421434955,0.351468672862
 01/03  02:00:00,0.690410432988,6.10840661192,0.0,5.80424728348,0.155411463128,0.155411463128,0.155411463128,0.0775785967864,0.0160734078338,0.0722387554862,0.353760209753,0.279790978222
 01/03  03:00:00,0.654547517796,6.36942999041,0.0,6.08509667508,0.16293133827,0.16293133827,0.16293133827,0.0554132755573,0.0114810068172,0.0597152550472,0.349658642104,0.260247496708
 01/03  04:00:00,0.64920922083,6.62452253545,0.0,6.33487052744,0.169619151168,0.169619151168,0.169619151168,0.0554132755573,0.0114810068172,0.0526110263622,0.344736760925,0.265905227301
 01/03  05:00:00,0.650318508357,6.81497005742,0.0,6.46898888863,0.173210233651,0.173210233651,0.173210233651,0.0554132755573,0.0114810068172,0.0631517086927,0.331714283638,0.323131425901
 01/03  06:00:00,0.70158942723,7.06751204043,0.0,6.46857593144,0.173199176527,0.173199176527,0.173199176527,0.0554132755573,0.0114810068172,0.0759814879778,0.370166480351,0.573437632387
 01/03  07:00:00,0.893264516472,7.29276554157,0.0,6.2225107956,0.166610666266,0.166610666266,0.166610666266,0.127450542036,0.0264063108338,0.129758030703,0.427690966632,1.04079376371
 01/03  08:00:00,1.18719563151,7.94556217709,0.0,6.74441528323,0.180584905487,0.180584905487,0.180584905487,0.260442373107,0.0539607283354,0.207405929039,0.454453695544,1.16984239294
 01/03  09:00:00,1.13743245895,7.44297961318,0.0,6.28019561891,0.168155204663,0.168155204663,0.168155204663,0.24935972625,0.0516645292523,0.268690649238,0.38421434955,1.13631784694
 01/03  10:00:00,0.997680205563,7.45925056993,0.0,6.40303832574,0.171444376173,0.171444376173,0.171444376173,0.127450542036,0.0264063108338,0.330033495679,0.326997480842,1.03368741264
 01/03  11:00:00,0.995754531156,7.42392151341,0.0,6.48888009454,0.173742830087,0.173742830087,0.173742830087,0.105285248323,0.0218139126677,0.344876619894,0.334687920184,0.911986840567
 01/03  12:00:00,1.00854217044,7.18221851845,0.0,6.35599706529,0.1701848242,0.1701848242,0.1701848242,0.105285248323,0.0218139126677,0.361119725873,0.334790459375,0.803159811573
