Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.774970862362,4.94496359668,0.0,4.5533963892,0.121919339492,0.121919339492,0.121919339492,0.13299183107,0.0275544175015,0.092942924749,0.38421434955,0.365101060146
 01/01  02:00:00,0.6646749423,5.00708308618,0.0,4.6956761896,0.125728948365,0.125728948365,0.125728948365,0.0775785967864,0.0160734078338,0.0761857795615,0.353760209753,0.28703854636
 01/01  03:00:00,0.625028333623,5.17472859928,0.0,4.88510206501,0.13080091567,0.13080091567,0.13080091567,0.0554132755573,0.0114810068172,0.0623264934745,0.349658642104,0.265540715647
 01/01  04:00:00,0.616092244155,5.34235341219,0.0,5.04703588942,0.135136770321,0.135136770321,0.135136770321,0.0554132755573,0.0114810068172,0.0539764305342,0.344736760925,0.27157074206
 01/01  05:00:00,0.61928543335,5.56782213871,0.0,5.2102163046,0.139506003029,0.139506003029,0.139506003029,0.0554132755573,0.0114810068172,0.0658228643082,0.331714283638,0.33475609122
 01/01  06:00:00,0.674549131974,5.93818118412,0.0,5.30568373838,0.14206218867,0.14206218867,0.14206218867,0.0554132755573,0.0114810068172,0.080078180578,0.370166480351,0.60699896913
 01/01  07:00:00,0.891081448298,6.89140297504,0.0,5.74414088361,0.153802085875,0.153802085875,0.153802085875,0.127450542036,0.0264063108338,0.14038354292,0.427690966632,1.11780110918
 01/01  08:00:00,1.18166205438,7.04234337757,0.0,5.74742301283,0.153889966436,0.153889966436,0.153889966436,0.260442373107,0.0539607283354,0.228567290958,0.454453695544,1.26361586381
 01/01  09:00:00,1.14042068588,6.44126193465,0.0,5.18034298191,0.138706130701,0.138706130701,0.138706130701,0.24935972625,0.0516645292523,0.30112795013,0.38421434955,1.23445280541
 01/01  10:00:00,1.00157045651,6.01332279967,0.0,4.86652734082,0.130303568654,0.130303568654,0.130303568654,0.127450542036,0.0264063108338,0.375064554145,0.326997480842,1.1242706273
 01/01  11:00:00,1.00466197152,5.93285272247,0.0,4.91995207526,0.131734041158,0.131734041158,0.131734041158,0.105285248323,0.0218139126677,0.395792849183,0.334687920184,0.989846068913
 01/01  12:00:00,0.986417855839,4.46025840521,0.0,3.56937679901,0.0955717500817,0.0955717500817,0.0955717500817,0.105285248323,0.0218139126677,0.413608485392,0.334790459375,0.867819964613
 01/01  13:00:00,0.953589840227,3.87206305822,0.0,3.07503053761,0.0823353953877,0.0823353953877,0.0823353953877,0.105285248323,0.0218139126677,0.399656479991,0.329150803858,0.774359359973
 01/01  14:00:00,0.925022282163,3.75034845827,0.0,3.01046607848,0.0806066514921,0.0806066514921,0.0806066514921,0.105285248323,0.0218139126677,0.361435815596,0.340532654084,0.716425193964
 01/01  15:00:00,0.915128846327,3.46945783506,0.0,2.78303450228,0.0745170635934,0.0745170635934,0.0745170635934,0.110826537357,0.0229620193354,0.331767743197,0.359707482845,0.661645311739
 01/01  16:00:00,0.986857326411,3.85530717125,0.0,3.16141625448,0.0846484137683,0.0846484137683,0.0846484137683,0.138533188893,0.0287025099169,0.339922588697,0.379702625135,0.667735554198
 01/01  17:00:00,1.23817185328,4.61976715098,0.0,3.85082236024,0.103107587948,0.103107587948,0.103107587948,0.23273572157,0.0482202235015,0.389638662656,0.4491216576,0.738007580886
 01/01  18:00:00,1.68786941837,5.57308300429,0.0,4.65773641791,0.124713093054,0.124713093054,0.124713093054,0.432223571359,0.0895518497538,0.480421867651,0.54561103655,0.877762820713
 01/01  19:00:00,1.97393395562,5.82389157744,0.0,4.76739874041,0.127649353547,0.127649353547,0.127649353547,0.642793999216,0.133179675089,0.432594020017,0.592368907752,1.01568821117
 01/01  20:00:00,1.91514860046,5.41803810019,0.0,4.3311682395,0.115969075796,0.115969075796,0.115969075796,0.681583297609,0.141216379006,0.349590650728,0.611441197322,1.0447514629
 01/01  21:00:00,1.78079231518,5.24017108228,0.0,4.2267386349,0.113172923796,0.113172923796,0.113172923796,0.587380696143,0.121698665421,0.310730298291,0.632461731524,0.969866075157
 01/01  22:00:00,1.63255118067,5.02789581794,0.0,4.1156635862,0.110198836892,0.110198836892,0.110198836892,0.493178163466,0.102180951837,0.293949140492,0.617696087987,0.869682973264
