Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,1.396898596,12.35878136,0,11.9033111,0,0.421168749,0.421168749,0.421168749,0.259135764,0.059049886,0.122837148,0.511307048
 01/01  02:00:00,1.179015287,11.5449493,0,11.19842447,0,0.396252207,0.396252207,0.396252207,0.151162507,0.03444578,0.102975686,0.470779108
 01/01  03:00:00,1.091631405,11.16578083,0,10.84877951,0,0.38383665,0.38383665,0.38383665,0.107973244,0.024604122,0.08649659,0.465320799
 01/01  04:00:00,1.112477691,12.23594523,0,11.91109513,0,0.421383889,0.421383889,0.421383889,0.107973244,0.024604122,0.076345607,0.458770829
 01/01  05:00:00,1.102153438,12.13352071,0,11.7234989,0,0.414773268,0.414773268,0.414773268,0.107973244,0.024604122,0.089962105,0.441440699
 01/01  06:00:00,1.171208369,12.54299583,0,11.75828793,0,0.41602327,0.41602327,0.41602327,0.107973244,0.024604122,0.106595392,0.492612342
 01/01  07:00:00,1.467419323,12.57923874,0,11.09242557,0,0.392452053,0.392452053,0.392452053,0.248338385,0.056589491,0.177474276,0.569165118
 01/01  08:00:00,1.986669428,13.47047231,0,11.77991171,0,0.416788861,0.416788861,0.416788861,0.507474149,0.115639378,0.281086459,0.604780581
 01/01  09:00:00,1.864552237,12.02404063,0,10.37743619,0,0.367196627,0.367196627,0.367196627,0.485879522,0.110718556,0.366050484,0.511307048
 01/01  10:00:00,1.511791764,9.854963718,0,8.361529224,0,0.295782698,0.295782698,0.295782698,0.248338385,0.056589491,0.452517545,0.435163645
 01/01  11:00:00,1.480198816,9.321796001,0,8.010269883,0,0.283320946,0.283320946,0.283320946,0.205149136,0.046747818,0.476182943,0.445397973
 01/01  12:00:00,1.411615876,6.625907655,0,5.48050356,0,0.193812464,0.193812464,0.193812464,0.205149136,0.046747818,0.496972028,0.445534431
 01/01  13:00:00,1.376133598,6.147026251,0,5.129896926,0,0.181391443,0.181391443,0.181391443,0.205149136,0.046747818,0.481415945,0.438029257
 01/01  14:00:00,1.298463246,4.705503244,0,3.766780552,0,0.133171326,0.133171326,0.133171326,0.205149136,0.046747818,0.436818903,0.453176063
 01/01  15:00:00,1.294312623,4.403192476,0,3.537647738,0,0.125062123,0.125062123,0.125062123,0.215946513,0.049208244,0.40200209,0.478693655
 01/01  16:00:00,1.405466076,4.654298936,0,3.779076427,0,0.133593308,0.133593308,0.133593308,0.269933141,0.061510312,0.411726406,0.505302909
 01/01  17:00:00,1.803665619,5.365899318,0,4.389026339,0,0.155180772,0.155180772,0.155180772,0.453487652,0.103337309,0.470575106,0.59768478
 01/01  18:00:00,2.545558645,6.374236909,0,5.199802869,0,0.183897801,0.183897801,0.183897801,0.842191296,0.191912154,0.578065906,0.726091487
 01/01  19:00:00,3.079678546,6.377161386,0,5.012468723,0,0.17730356,0.17730356,0.17730356,1.252489568,0.28540782,0.522761394,0.788316204
 01/01  20:00:00,3.104480398,7.377312649,0,5.972936492,0,0.211305086,0.211305086,0.211305086,1.328070821,0.30263071,0.425376441,0.813697339
 01/01  21:00:00,2.885098401,7.952668344,0,6.647810334,0,0.235196762,0.235196762,0.235196762,1.14451631,0.260803683,0.379510475,0.84167117
 01/01  22:00:00,2.668792791,9.188585679,0,8.021369599,0,0.283818311,0.283818311,0.283818311,0.960961802,0.218976687,0.359614732,0.822021259
 01/01  23:00:00,2.222824655,9.729077997,0,8.7795469,0,0.310647684,0.310647684,0.310647684,0.723420662,0.164847621,0.289154633,0.711354054
 01/01  24:00:00,1.78105792,10.26303747,0,9.553836511,0,0.338030308,0.338030308,0.338030308,0.496676902,0.113178952,0.191618322,0.618153437
 01/02  01:00:00,1.313417088,10.19885188,0,9.761635185,0,0.345356539,0.345356539,0.345356539,0.259135764,0.059049886,0.115167851,0.511307048
 01/02  02:00:00,1.104966612,9.576602664,0,9.239069603,0,0.326808393,0.326808393,0.326808393,0.151162507,0.03444578,0.098370824,0.470779108
 01/02  03:00:00,1.019796588,9.219909338,0,8.908948489,0,0.315048277,0.315048277,0.315048277,0.107973244,0.024604122,0.083450145,0.465320799
 01/02  04:00:00,1.023809902,9.774981427,0,9.456609929,0,0.334309072,0.334309072,0.334309072,0.107973244,0.024604122,0.074752636,0.458770829
 01/02  05:00:00,1.055585866,10.9003721,0,10.50505854,0,0.371322044,0.371322044,0.371322044,0.107973244,0.024604122,0.086845757,0.441440699
 01/02  06:00:00,1.110039856,10.91478328,0,10.1745189,0,0.359634231,0.359634231,0.359634231,0.107973244,0.024604122,0.101815918,0.492612342
 01/02  07:00:00,1.458181294,12.57595358,0,11.19277497,0,0.395610455,0.395610455,0.395610455,0.248338385,0.056589491,0.165077845,0.569165118
 01/02  08:00:00,1.896102232,11.49156235,0,9.927772838,0,0.35090992,0.35090992,0.35090992,0.507474149,0.115639378,0.256398204,0.604780581
 01/02  09:00:00,1.814813518,11.56566246,0,10.05247091,0,0.355301425,0.355301425,0.355301425,0.485879522,0.110718556,0.328206966,0.511307048
 01/02  10:00:00,1.510574401,11.19024087,0,9.820936395,0,0.347101569,0.347101569,0.347101569,0.248338385,0.056589491,0.399981311,0.435163645
 01/02  11:00:00,1.484781181,11.03244223,0,9.82792672,0,0.347305578,0.347305578,0.347305578,0.205149136,0.046747818,0.416780676,0.445397973
 01/02  12:00:00,1.444235662,9.197625674,0,8.141561672,0,0.287669135,0.287669135,0.287669135,0.205149136,0.046747818,0.435735142,0.445534431
 01/02  13:00:00,1.40799825,8.554403815,0,7.614946938,0,0.269035018,0.269035018,0.269035018,0.205149136,0.046747818,0.425637022,0.438029257
 01/02  14:00:00,1.400729448,8.973392861,0,8.103034462,0,0.286290233,0.286290233,0.286290233,0.205149136,0.046747818,0.385966199,0.453176063
 01/02  15:00:00,1.438170306,9.704561734,0,8.901690177,0,0.314566305,0.314566305,0.314566305,0.215946513,0.049208244,0.356355589,0.478693655
 01/02  16:00:00,1.55227398,9.969912155,0,9.157114653,0,0.32363668,0.32363668,0.32363668,0.269933141,0.061510312,0.368490937,0.505302909
 01/02  17:00:00,1.962765431,10.97704553,0,10.07607495,0,0.356184823,0.356184823,0.356184823,0.453487652,0.103337309,0.428670867,0.59768478
 01/02  18:00:00,2.72249384,12.45430111,0,11.37033751,0,0.402076915,0.402076915,0.402076915,0.842191296,0.191912154,0.536821988,0.726091487
 01/02  19:00:00,3.25137485,12.24713073,0,10.99868711,0,0.389028565,0.389028565,0.389028565,1.252489568,0.28540782,0.482732692,0.788316204
 01/02  20:00:00,3.257469438,12.70206125,0,11.4271203,0,0.40424634,0.40424634,0.40424634,1.328070821,0.30263071,0.385424228,0.813697339
 01/02  21:00:00,3.02998492,13.07327741,0,11.8921087,0,0.42074788,0.42074788,0.42074788,1.14451631,0.260803683,0.338845877,0.84167117
 01/02  22:00:00,2.793221325,13.77444408,0,12.71145631,0,0.449788179,0.449788179,0.449788179,0.960961802,0.218976687,0.318073398,0.822021259
 01/02  23:00:00,2.344658482,14.02141907,0,13.15414313,0,0.465490258,0.465490258,0.465490258,0.723420662,0.164847621,0.256145886,0.711354054
 01/02  24:00:00,1.906283253,14.26036928,0,13.60301754,0,0.481379626,0.481379626,0.481379626,0.496676902,0.113178952,0.173494336,0.618153437
 01/03  01:00:00,1.4645569,14.46583848,0,14.03042516,0,0.49649635,0.49649635,0.49649635,0.259135764,0.059049886,0.115167851,0.511307048
 01/03  02:00:00,1.28447113,14.64287473,0,14.30771196,0,0.506312912,0.506312912,0.506312912,0.151162507,0.03444578,0.098370824,0.470779108
 01/03  03:00:00,1.21942525,14.85246927,0,14.54453609,0,0.51467694,0.51467694,0.51467694,0.107973244,0.024604122,0.083450145,0.465320799
 01/03  04:00:00,1.212840963,15.10511721,0,14.78979526,0,0.523340133,0.523340133,0.523340133,0.107973244,0.024604122,0.074752636,0.458770829
 01/03  05:00:00,1.20475376,15.10207454,0,14.7093652,0,0.520489938,0.520489938,0.520489938,0.107973244,0.024604122,0.086845757,0.441440699
 01/03  06:00:00,1.267867878,15.36185486,0,14.62342497,0,0.517462253,0.517462253,0.517462253,0.107973244,0.024604122,0.101815918,0.492612342
 01/03  07:00:00,1.572588613,15.79610255,0,14.41307954,0,0.510017774,0.510017774,0.510017774,0.248338385,0.056589491,0.165077845,0.569165118
 01/03  08:00:00,2.08299136,16.76212695,0,15.19809504,0,0.537799048,0.537799048,0.537799048,0.507474149,0.115639378,0.256398204,0.604780581
 01/03  09:00:00,1.966923414,15.85152408,0,14.33889809,0,0.507411321,0.507411321,0.507411321,0.485879522,0.110718556,0.328206966,0.511307048
 01/03  10:00:00,1.659192896,15.3747403,0,14.00604662,0,0.495720065,0.495720065,0.495720065,0.248338385,0.056589491,0.399981311,0.435163645
 01/03  11:00:00,1.651881243,15.73927964,0,14.53578425,0,0.514405641,0.514405641,0.514405641,0.205149136,0.046747818,0.416780676,0.445397973
 01/03  12:00:00,1.573647768,12.84322735,0,11.788153,0,0.417081241,0.417081241,0.417081241,0.205149136,0.046747818,0.435735142,0.445534431
 01/03  13:00:00,1.490998848,10.89144747,0,9.952427077,0,0.352035616,0.352035616,0.352035616,0.205149136,0.046747818,0.425637022,0.438029257
 01/03  14:00:00,1.445059052,10.21831016,0,9.348041287,0,0.330619837,0.330619837,0.330619837,0.205149136,0.046747818,0.385966199,0.453176063
 01/03  15:00:00,1.438442397,9.70508915,0,8.901945612,0,0.314838397,0.314838397,0.314838397,0.215946513,0.049208244,0.356355589,0.478693655
 01/03  16:00:00,1.536475376,9.516752059,0,8.703497335,0,0.307838076,0.307838076,0.307838076,0.269933141,0.061510312,0.368490937,0.505302909
 01/03  17:00:00,1.944140072,10.44337987,0,9.541813237,0,0.337559464,0.337559464,0.337559464,0.453487652,0.103337309,0.428670867,0.59768478
 01/03  18:00:00,2.695623062,11.68729614,0,10.60241173,0,0.375206137,0.375206137,0.375206137,0.842191296,0.191912154,0.536821988,0.726091487
 01/03  19:00:00,3.233133764,11.72414852,0,10.47467242,0,0.370787479,0.370787479,0.370787479,1.252489568,0.28540782,0.482732692,0.788316204
 01/03  20:00:00,3.26491067,12.90301874,0,11.62720147,0,0.411687572,0.411687572,0.411687572,1.328070821,0.30263071,0.385424228,0.813697339
 01/03  21:00:00,3.066684358,14.09818199,0,12.91659065,0,0.457447318,0.457447318,0.457447318,1.14451631,0.260803683,0.338845877,0.84167117
 01/03  22:00:00,2.810538284,14.25173764,0,13.18821996,0,0.467105138,0.467105138,0.467105138,0.960961802,0.218976687,0.318073398,0.822021259
 01/03  23:00:00,2.355976267,14.32925804,0,13.46177017,0,0.476808043,0.476808043,0.476808043,0.723420662,0.164847621,0.256145886,0.711354054
 01/03  24:00:00,1.925946237,14.80366791,0,14.14647503,0,0.501042611,0.501042611,0.501042611,0.496676902,0.113178952,0.173494336,0.618153437
 01/04  01:00:00,1.477988575,14.83259574,0,14.39780237,0,0.509928025,0.509928025,0.509928025,0.259135764,0.059049886,0.115167851,0.511307048
 01/04  02:00:00,1.287043069,14.70285266,0,14.3684001,0,0.508884851,0.508884851,0.508884851,0.151162507,0.03444578,0.098370824,0.470779108
 01/04  03:00:00,1.206653572,14.48118116,0,14.17373052,0,0.501905262,0.501905262,0.501905262,0.107973244,0.024604122,0.083450145,0.465320799
 01/04  04:00:00,1.196182388,14.62572537,0,14.31069886,0,0.506681558,0.506681558,0.506681558,0.107973244,0.024604122,0.074752636,0.458770829
 01/04  05:00:00,1.200166078,14.96514662,0,14.57251407,0,0.515902257,0.515902257,0.515902257,0.107973244,0.024604122,0.086845757,0.441440699
 01/04  06:00:00,1.254357747,14.974284,0,14.23522694,0,0.503952122,0.503952122,0.503952122,0.107973244,0.024604122,0.101815918,0.492612342
 01/04  07:00:00,1.613400697,16.94386112,0,15.55943662,0,0.550829858,0.550829858,0.550829858,0.248338385,0.056589491,0.165077845,0.569165118
 01/04  08:00:00,2.082258888,16.73356577,0,15.16806792,0,0.537066576,0.537066576,0.537066576,0.507474149,0.115639378,0.256398204,0.604780581
 01/04  09:00:00,1.889668113,13.66660611,0,12.15111398,0,0.43015602,0.43015602,0.43015602,0.485879522,0.110718556,0.328206966,0.511307048
 01/04  10:00:00,1.521999536,11.50369936,0,10.13154323,0,0.358526705,0.358526705,0.358526705,0.248338385,0.056589491,0.399981311,0.435163645
 01/04  11:00:00,1.473651311,10.70876962,0,9.502025708,0,0.336175709,0.336175709,0.336175709,0.205149136,0.046747818,0.416780676,0.445397973
 01/04  12:00:00,1.403257027,8.032571227,0,6.974546217,0,0.246690501,0.246690501,0.246690501,0.205149136,0.046747818,0.435735142,0.445534431
 01/04  13:00:00,1.357201552,7.112998702,0,6.171696367,0,0.21823832,0.21823832,0.21823832,0.205149136,0.046747818,0.425637022,0.438029257
 01/04  14:00:00,1.344355329,7.374531282,0,6.502415579,0,0.229916113,0.229916113,0.229916113,0.205149136,0.046747818,0.385966199,0.453176063
 01/04  15:00:00,1.327637633,6.575157829,0,5.770255044,0,0.204033633,0.204033633,0.204033633,0.215946513,0.049208244,0.356355589,0.478693655
 01/04  16:00:00,1.448838619,7.042303184,0,6.22741518,0,0.22020132,0.22020132,0.22020132,0.269933141,0.061510312,0.368490937,0.505302909
 01/04  17:00:00,1.874129277,8.467809488,0,7.564814164,0,0.267548669,0.267548669,0.267548669,0.453487652,0.103337309,0.428670867,0.59768478
 01/04  18:00:00,2.679075182,11.22245525,0,10.13631418,0,0.358658256,0.358658256,0.358658256,0.842191296,0.191912154,0.536821988,0.726091487
 01/04  19:00:00,3.236022009,11.80748507,0,10.55674986,0,0.373675725,0.373675725,0.373675725,1.252489568,0.28540782,0.482732692,0.788316204
 01/04  20:00:00,3.27113744,13.08012176,0,11.80305664,0,0.417914341,0.417914341,0.417914341,1.328070821,0.30263071,0.385424228,0.813697339
 01/04  21:00:00,3.061735723,13.96009485,0,12.77719023,0,0.452498683,0.452498683,0.452498683,1.14451631,0.260803683,0.338845877,0.84167117
 01/04  22:00:00,2.830139033,14.80548588,0,13.74114567,0,0.486705887,0.486705887,0.486705887,0.960961802,0.218976687,0.318073398,0.822021259
 01/04  23:00:00,2.391459729,15.32996991,0,14.46217165,0,0.512291505,0.512291505,0.512291505,0.723420662,0.164847621,0.256145886,0.711354054
 01/04  24:00:00,1.935989428,15.08409825,0,14.42721552,0,0.511085802,0.511085802,0.511085802,0.496676902,0.113178952,0.173494336,0.618153437
 01/05  01:00:00,1.520368156,16.02569607,0,15.59127685,0,0.552307606,0.552307606,0.552307606,0.259135764,0.059049886,0.115167851,0.511307048
 01/05  02:00:00,1.317731457,15.5662139,0,15.23260394,0,0.539573238,0.539573238,0.539573238,0.151162507,0.03444578,0.098370824,0.470779108
 01/05  03:00:00,1.241137769,15.44910137,0,15.14263316,0,0.536389459,0.536389459,0.536389459,0.107973244,0.024604122,0.083450145,0.465320799
 01/05  04:00:00,1.219641834,15.28220417,0,14.96807983,0,0.530141004,0.530141004,0.530141004,0.107973244,0.024604122,0.074752636,0.458770829
 01/05  05:00:00,1.211459089,15.2784704,0,14.8864332,0,0.527195267,0.527195267,0.527195267,0.107973244,0.024604122,0.086845757,0.441440699
 01/05  06:00:00,1.286966316,15.89128179,0,15.15215413,0,0.536560691,0.536560691,0.536560691,0.107973244,0.024604122,0.101815918,0.492612342
 01/05  07:00:00,1.585968535,16.16728494,0,14.78122711,0,0.523397696,0.523397696,0.523397696,0.248338385,0.056589491,0.165077845,0.569165118
 01/05  08:00:00,2.105080702,17.37907921,0,15.81122768,0,0.55988839,0.55988839,0.55988839,0.507474149,0.115639378,0.256398204,0.604780581
 01/05  09:00:00,1.935188967,14.94962226,0,13.43265689,0,0.475676874,0.475676874,0.475676874,0.485879522,0.110718556,0.328206966,0.511307048
 01/05  10:00:00,1.606901416,13.89643162,0,12.52365839,0,0.443428584,0.443428584,0.443428584,0.248338385,0.056589491,0.399981311,0.435163645
 01/05  11:00:00,1.516424809,11.91153414,0,10.70418248,0,0.378949207,0.378949207,0.378949207,0.205149136,0.046747818,0.416780676,0.445397973
 01/05  12:00:00,1.425613129,8.660824246,0,7.602180258,0,0.269046602,0.269046602,0.269046602,0.205149136,0.046747818,0.435735142,0.445534431
 01/05  13:00:00,1.384483651,7.880872344,0,6.93918217,0,0.245520419,0.245520419,0.245520419,0.205149136,0.046747818,0.425637022,0.438029257
 01/05  14:00:00,1.332555958,7.038102376,0,6.165379457,0,0.218116743,0.218116743,0.218116743,0.205149136,0.046747818,0.385966199,0.453176063
 01/05  15:00:00,1.343132219,7.010911903,0,6.205538776,0,0.219528219,0.219528219,0.219528219,0.215946513,0.049208244,0.356355589,0.478693655
 01/05  16:00:00,1.488743207,8.166781309,0,7.351684997,0,0.260105907,0.260105907,0.260105907,0.269933141,0.061510312,0.368490937,0.505302909
 01/05  17:00:00,1.917883471,9.700068735,0,8.796561741,0,0.311302862,0.311302862,0.311302862,0.453487652,0.103337309,0.428670867,0.59768478
 01/05  18:00:00,2.675291867,11.11218463,0,10.02459009,0,0.354874942,0.354874942,0.354874942,0.842191296,0.191912154,0.536821988,0.726091487
 01/05  19:00:00,3.213677283,11.17532802,0,9.922370468,0,0.351330999,0.351330999,0.351330999,1.252489568,0.28540782,0.482732692,0.788316204
 01/05  20:00:00,3.217422135,11.564078,0,10.28442308,0,0.364199036,0.364199036,0.364199036,1.328070821,0.30263071,0.385424228,0.813697339
 01/05  21:00:00,2.980939713,11.68112618,0,10.4955854,0,0.371702673,0.371702673,0.371702673,1.14451631,0.260803683,0.338845877,0.84167117
 01/05  22:00:00,2.725087111,11.84329464,0,10.77629874,0,0.381653966,0.381653966,0.381653966,0.960961802,0.218976687,0.318073398,0.822021259
 01/05  23:00:00,2.267981336,11.84853199,0,10.97828974,0,0.388813112,0.388813112,0.388813112,0.723420662,0.164847621,0.256145886,0.711354054
 01/05  24:00:00,1.812777227,11.61135085,0,10.95213076,0,0.387873601,0.387873601,0.387873601,0.496676902,0.113178952,0.173494336,0.618153437
 01/06  01:00:00,1.353856628,11.33114492,0,10.8946831,0,0.385796078,0.385796078,0.385796078,0.259135764,0.059049886,0.115167851,0.511307048
 01/06  02:00:00,1.135267799,10.42485832,0,10.0883833,0,0.357109581,0.357109581,0.357109581,0.151162507,0.03444578,0.098370824,0.470779108
 01/06  03:00:00,1.107444166,11.6880578,0,11.3789761,0,0.402695856,0.402695856,0.402695856,0.107973244,0.024604122,0.083450145,0.465320799
 01/06  04:00:00,1.077377833,11.27657352,0,10.96026176,0,0.387877003,0.387877003,0.387877003,0.107973244,0.024604122,0.074752636,0.458770829
 01/06  05:00:00,1.083457964,11.6745877,0,11.28013872,0,0.399194143,0.399194143,0.399194143,0.107973244,0.024604122,0.086845757,0.441440699
 01/06  06:00:00,1.145863958,11.91810623,0,11.17598192,0,0.395458334,0.395458334,0.395458334,0.107973244,0.024604122,0.101815918,0.492612342
 01/06  07:00:00,1.496173254,13.64579782,0,12.25568276,0,0.433602414,0.433602414,0.433602414,0.248338385,0.056589491,0.165077845,0.569165118
 01/06  08:00:00,1.958794569,13.26109856,0,11.68927949,0,0.413602257,0.413602257,0.413602257,0.507474149,0.115639378,0.256398204,0.604780581
 01/06  09:00:00,1.783652168,10.68475364,0,9.163027543,0,0.324140075,0.324140075,0.324140075,0.485879522,0.110718556,0.328206966,0.511307048
 01/06  10:00:00,1.509090338,11.1490176,0,9.772124399,0,0.345617506,0.345617506,0.345617506,0.248338385,0.056589491,0.399981311,0.435163645
 01/06  11:00:00,1.456995417,10.24673176,0,9.035773652,0,0.319519814,0.319519814,0.319519814,0.205149136,0.046747818,0.416780676,0.445397973
 01/06  12:00:00,1.469295471,9.905587676,0,8.844627945,0,0.312728945,0.312728945,0.312728945,0.205149136,0.046747818,0.435735142,0.445534431
 01/06  13:00:00,1.409372693,8.593244239,0,7.649345113,0,0.270409461,0.270409461,0.270409461,0.205149136,0.046747818,0.425637022,0.438029257
 01/06  14:00:00,1.369225614,8.084426852,0,7.209356879,0,0.254786399,0.254786399,0.254786399,0.205149136,0.046747818,0.385966199,0.453176063
 01/06  15:00:00,1.420322594,9.203471612,0,8.396270354,0,0.296718594,0.296718594,0.296718594,0.215946513,0.049208244,0.356355589,0.478693655
 01/06  16:00:00,1.492407011,8.281461531,0,7.463874807,0,0.263769711,0.263769711,0.263769711,0.269933141,0.061510312,0.368490937,0.505302909
 01/06  17:00:00,1.864168201,8.196805919,0,7.289653738,0,0.257587593,0.257587593,0.257587593,0.453487652,0.103337309,0.428670867,0.59768478
 01/06  18:00:00,2.608529136,9.244118031,0,8.152478942,0,0.288112211,0.288112211,0.288112211,0.842191296,0.191912154,0.536821988,0.726091487
 01/06  19:00:00,3.12800212,8.77339862,0,7.516126248,0,0.265655836,0.265655836,0.265655836,1.252489568,0.28540782,0.482732692,0.788316204
 01/06  20:00:00,3.135202867,9.261318096,0,7.977517872,0,0.281979768,0.281979768,0.281979768,1.328070821,0.30263071,0.385424228,0.813697339
 01/06  21:00:00,2.916582778,9.883969381,0,8.69460444,0,0.307345739,0.307345739,0.307345739,1.14451631,0.260803683,0.338845877,0.84167117
 01/06  22:00:00,2.666368656,10.20573945,0,9.135220559,0,0.32293551,0.32293551,0.32293551,0.960961802,0.218976687,0.318073398,0.822021259
 01/06  23:00:00,2.216600684,10.41882904,0,9.545431157,0,0.33743246,0.33743246,0.33743246,0.723420662,0.164847621,0.256145886,0.711354054
 01/06  24:00:00,1.791153944,11.02302967,0,10.36130615,0,0.366250318,0.366250318,0.366250318,0.496676902,0.113178952,0.173494336,0.618153437
 01/07  01:00:00,1.367030409,11.52781257,0,11.07035195,0,0.391300562,0.391300562,0.391300562,0.259135764,0.059049886,0.122837148,0.511307048
 01/07  02:00:00,1.184238921,11.70632067,0,11.35900775,0,0.40147584,0.40147584,0.40147584,0.151162507,0.03444578,0.102975686,0.470779108
 01/07  03:00:00,1.119930571,11.97799357,0,11.66094282,0,0.412135816,0.412135816,0.412135816,0.107973244,0.024604122,0.08649659,0.465320799
 01/07  04:00:00,1.100216984,11.90184034,0,11.57672801,0,0.409123183,0.409123183,0.409123183,0.107973244,0.024604122,0.076345607,0.458770829
 01/07  05:00:00,1.091145827,11.83747278,0,11.42568343,0,0.403765657,0.403765657,0.403765657,0.107973244,0.024604122,0.089962105,0.441440699
 01/07  06:00:00,1.166467017,12.42961873,0,11.63908979,0,0.411281918,0.411281918,0.411281918,0.107973244,0.024604122,0.106595392,0.492612342
 01/07  07:00:00,1.476855186,12.87391843,0,11.37338527,0,0.401887917,0.401887917,0.401887917,0.248338385,0.056589491,0.177474276,0.569165118
 01/07  08:00:00,1.973825565,13.13822014,0,11.43137074,0,0.403944998,0.403944998,0.403944998,0.507474149,0.115639378,0.281086459,0.604780581
 01/07  09:00:00,1.883708751,12.59545304,0,10.93313668,0,0.386353141,0.386353141,0.386353141,0.485879522,0.110718556,0.366050484,0.511307048
 01/07  10:00:00,1.589142231,12.06743867,0,10.56023584,0,0.373133165,0.373133165,0.373133165,0.248338385,0.056589491,0.452517545,0.435163645
 01/07  11:00:00,1.593254042,12.54183967,0,11.21904032,0,0.396376173,0.396376173,0.396376173,0.205149136,0.046747818,0.476182943,0.445397973
 01/07  12:00:00,1.54889179,10.52684443,0,9.372409566,0,0.331088377,0.331088377,0.331088377,0.205149136,0.046747818,0.496972028,0.445534431
 01/07  13:00:00,1.508873411,9.918807337,0,8.893923956,0,0.314131256,0.314131256,0.314131256,0.205149136,0.046747818,0.481415945,0.438029257
 01/07  14:00:00,1.456541089,9.193040902,0,8.247656602,0,0.291249169,0.291249169,0.291249169,0.205149136,0.046747818,0.436818903,0.453176063
 01/07  15:00:00,1.448035141,8.767332193,0,7.895813122,0,0.27878464,0.27878464,0.27878464,0.215946513,0.049208244,0.40200209,0.478693655
 01/07  16:00:00,1.513354669,7.72189996,0,6.84018483,0,0.241481901,0.241481901,0.241481901,0.269933141,0.061510312,0.411726406,0.505302909
 01/07  17:00:00,1.898282312,8.061700599,0,7.076437911,0,0.249797465,0.249797465,0.249797465,0.453487652,0.103337309,0.470575106,0.59768478
 01/07  18:00:00,2.629444166,8.769184874,0,7.584286342,0,0.267783323,0.267783323,0.267783323,0.842191296,0.191912154,0.578065906,0.726091487
 01/07  19:00:00,3.159693252,8.662793957,0,7.285929669,0,0.257318266,0.257318266,0.257318266,1.252489568,0.28540782,0.522761394,0.788316204
 01/07  20:00:00,3.169653,9.243940671,0,7.826883992,0,0.276477688,0.276477688,0.276477688,1.328070821,0.30263071,0.425376441,0.813697339
 01/07  21:00:00,2.944794765,9.6628355,0,8.346685416,0,0.294893126,0.294893126,0.294893126,1.14451631,0.260803683,0.379510475,0.84167117
 01/07  22:00:00,2.707483739,10.30452299,0,9.127259505,0,0.322509259,0.322509259,0.322509259,0.960961802,0.218976687,0.359614732,0.822021259
 01/07  23:00:00,2.261792737,10.85065993,0,9.893567019,0,0.349615766,0.349615766,0.349615766,0.723420662,0.164847621,0.289154633,0.711354054
 01/07  24:00:00,1.81710206,11.29889637,0,10.5849198,0,0.374074448,0.374074448,0.374074448,0.496676902,0.113178952,0.191618322,0.618153437
 01/08  01:00:00,1.364379959,11.45516849,0,10.99687608,0,0.388650112,0.388650112,0.388650112,0.259135764,0.059049886,0.122837148,0.511307048
 01/08  02:00:00,1.188153943,11.81871164,0,11.47065084,0,0.405390863,0.405390863,0.405390863,0.151162507,0.03444578,0.102975686,0.470779108
 01/08  03:00:00,1.132372285,12.33116196,0,12.01356054,0,0.42457753,0.42457753,0.42457753,0.107973244,0.024604122,0.08649659,0.465320799
 01/08  04:00:00,1.124441455,12.58690341,0,12.26139428,0,0.433347654,0.433347654,0.433347654,0.107973244,0.024604122,0.076345607,0.458770829
 01/08  05:00:00,1.131732816,12.98444082,0,12.57239652,0,0.444352646,0.444352646,0.444352646,0.107973244,0.024604122,0.089962105,0.441440699
 01/08  06:00:00,1.209995819,13.65955477,0,12.86812463,0,0.45481072,0.45481072,0.45481072,0.107973244,0.024604122,0.106595392,0.492612342
 01/08  07:00:00,1.579583201,15.77883758,0,14.27657769,0,0.504615931,0.504615931,0.504615931,0.248338385,0.056589491,0.177474276,0.569165118
 01/08  08:00:00,2.053396488,15.38506676,0,13.67678838,0,0.48351592,0.48351592,0.48351592,0.507474149,0.115639378,0.281086459,0.604780581
 01/08  09:00:00,1.930066171,13.90258911,0,12.2383927,0,0.43271056,0.43271056,0.43271056,0.485879522,0.110718556,0.366050484,0.511307048
 01/08  10:00:00,1.561996342,11.29802239,0,9.788596861,0,0.345987276,0.345987276,0.345987276,0.248338385,0.056589491,0.452517545,0.435163645
 01/08  11:00:00,1.521669823,10.51575908,0,9.190508468,0,0.324791953,0.324791953,0.324791953,0.205149136,0.046747818,0.476182943,0.445397973
 01/08  12:00:00,1.451783699,7.779038323,0,6.622225229,0,0.233980287,0.233980287,0.233980287,0.205149136,0.046747818,0.496972028,0.445534431
 01/08  13:00:00,1.387357137,6.48006758,0,5.452781068,0,0.192614982,0.192614982,0.192614982,0.205149136,0.046747818,0.481415945,0.438029257
 01/08  14:00:00,1.329012845,5.583163477,0,4.635642123,0,0.163720926,0.163720926,0.163720926,0.205149136,0.046747818,0.436818903,0.453176063
 01/08  15:00:00,1.301037049,4.605360987,0,3.731893901,0,0.131786548,0.131786548,0.131786548,0.215946513,0.049208244,0.40200209,0.478693655
