Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly) 
 02/09  14:00:00,1.285101465,7.521961462,0,6.62008545,0,0.234081648,0.234081648,0.234081648,0.151694361,0.034566975,0.385828258,0.455530224
 02/09  15:00:00,1.275807922,6.972289354,0,6.140426789,0,0.217105269,0.217105269,0.217105269,0.161175373,0.036727407,0.356219499,0.481180375
 02/09  16:00:00,1.346517586,6.895780131,0,6.053294843,0,0.21401001,0.21401001,0.21401001,0.189618018,0.043208703,0.368352996,0.507927859
 02/09  17:00:00,1.662793133,7.98245366,0,7.047845403,0,0.249196617,0.249196617,0.249196617,0.293907972,0.066973517,0.428525391,0.600789636
 02/09  18:00:00,2.318241306,10.44994112,0,9.325040612,0,0.329835291,0.329835291,0.329835291,0.568854051,0.12962614,0.536662433,0.729863391
 02/09  19:00:00,2.900851381,11.8479502,0,10.55256036,0,0.37341382,0.37341382,0.37341382,0.97653286,0.222524903,0.482568445,0.792411353
 02/09  20:00:00,3.172598012,12.88633657,0,11.56397208,0,0.409352535,0.409352535,0.409352535,1.251478939,0.285177526,0.385264674,0.817924338
 02/09  21:00:00,3.0881634,13.88050214,0,12.65628387,0,0.448144413,0.448144413,0.448144413,1.166150878,0.265733606,0.338691015,0.846043487
 02/09  22:00:00,2.864905905,15.49663904,0,14.3959249,0,0.509876577,0.509876577,0.509876577,0.967051979,0.220364471,0.317921379,0.826291499
 02/09  23:00:00,2.39925125,15.57858783,0,14.68217117,0,0.520059884,0.520059884,0.520059884,0.720548411,0.164193145,0.25600041,0.7150494
 02/09  24:00:00,2.006304919,16.80153257,0,16.12478976,0,0.571191184,0.571191184,0.571191184,0.502487751,0.114503115,0.173358246,0.621364624
 02/10  01:00:00,1.576558844,17.65942055,0,17.21467558,0,0.609843126,0.609843126,0.609843126,0.255984317,0.058331758,0.115036453,0.513963189
 02/10  02:00:00,1.416108426,18.26269445,0,17.92279478,0,0.634980108,0.634980108,0.634980108,0.151694361,0.034566975,0.098242269,0.473224713
 02/10  03:00:00,1.364113563,18.98393475,0,18.67277195,0,0.661596402,0.661596402,0.661596402,0.104289916,0.023764796,0.083324399,0.46773805
 02/10  04:00:00,1.357599843,19.23734656,0,18.91867696,0,0.670360454,0.670360454,0.670360454,0.104289916,0.023764796,0.074630624,0.461154054
 02/10  05:00:00,1.340397833,18.98170952,0,18.58223212,0,0.658483595,0.658483595,0.658483595,0.104289916,0.023764796,0.086725629,0.443733898
 02/10  06:00:00,1.427197524,19.58852235,0,18.82853174,0,0.667234314,0.667234314,0.667234314,0.113770823,0.025925231,0.101695789,0.495171367
 02/10  07:00:00,1.71009124,20.67373633,0,19.24162556,0,0.681865575,0.681865575,0.681865575,0.218060792,0.04969003,0.164953024,0.57212182
 02/10  08:00:00,2.141928476,20.84654977,0,19.22542469,0,0.68133786,0.68133786,0.68133786,0.436121452,0.09938006,0.256266806,0.607922298
 02/10  09:00:00,1.911885086,17.6286268,0,16.05919782,0,0.569154353,0.569154353,0.569154353,0.388716916,0.088577869,0.32807276,0.513963189
 02/10  10:00:00,1.585567633,15.308799,0,13.88820218,0,0.492071457,0.492071457,0.492071457,0.189618018,0.043208703,0.39984522,0.437424235
 02/10  11:00:00,1.548331579,14.63747149,0,13.38905892,0,0.474309237,0.474309237,0.474309237,0.151694361,0.034566975,0.416649278,0.447711729
 02/10  12:00:00,1.495489329,12.4546109,0,11.36111742,0,0.402375354,0.402375354,0.402375354,0.151694361,0.034566975,0.435603745,0.447848895
 02/10  13:00:00,1.412617402,10.49550514,0,9.522894786,0,0.337152253,0.337152253,0.337152253,0.151694361,0.034566975,0.425499081,0.440304733
 02/10  14:00:00,1.305641816,8.096280801,0,7.194663594,0,0.254621999,0.254621999,0.254621999,0.151694361,0.034566975,0.385828258,0.455530224
 02/10  15:00:00,1.279006514,7.05894414,0,6.226847521,0,0.220303861,0.220303861,0.220303861,0.161175373,0.036727407,0.356219499,0.481180375
 02/10  16:00:00,1.324403224,6.268024733,0,5.425040639,0,0.191895648,0.191895648,0.191895648,0.189618018,0.043208703,0.368352996,0.507927859
 02/10  17:00:00,1.603452924,6.303346132,0,5.36779832,0,0.189856407,0.189856407,0.189856407,0.293907972,0.066973517,0.428525391,0.600789636
 02/10  18:00:00,2.249881276,8.517035205,0,7.39081904,0,0.261475261,0.261475261,0.261475261,0.568854051,0.12962614,0.536662433,0.729863391
 02/10  19:00:00,2.81703623,9.479684536,0,8.182898549,0,0.289598668,0.289598668,0.289598668,0.97653286,0.222524903,0.482568445,0.792411353
 02/10  20:00:00,3.073887774,10.09929632,0,8.775317195,0,0.310642297,0.310642297,0.310642297,1.251478939,0.285177526,0.385264674,0.817924338
 02/10  21:00:00,3.052705058,12.87859114,0,11.65350917,0,0.412686071,0.412686071,0.412686071,1.166150878,0.265733606,0.338691015,0.846043487
 02/10  22:00:00,2.760871883,12.56067872,0,11.45845105,0,0.405842554,0.405842554,0.405842554,0.967051979,0.220364471,0.317921379,0.826291499
 02/10  23:00:00,2.324074291,13.4578356,0,12.56010918,0,0.444882925,0.444882925,0.444882925,0.720548411,0.164193145,0.25600041,0.7150494
 02/10  24:00:00,1.940104786,14.9333621,0,14.25555552,0,0.504991051,0.504991051,0.504991051,0.502487751,0.114503115,0.173358246,0.621364624
 02/11  01:00:00,1.505922118,15.46980335,0,15.0040419,0,0.531537103,0.531537103,0.531537103,0.255984317,0.058331758,0.12270575,0.513963189
 02/11  02:00:00,1.32935949,15.69695024,0,15.34518221,0,0.543626312,0.543626312,0.543626312,0.151694361,0.034566975,0.10284713,0.473224713
 02/11  03:00:00,1.273597993,16.35457034,0,16.03438765,0,0.568034387,0.568034387,0.568034387,0.104289916,0.023764796,0.086370844,0.46773805
 02/11  04:00:00,1.254096968,16.28382303,0,15.95547432,0,0.565264607,0.565264607,0.565264607,0.104289916,0.023764796,0.076223595,0.461154054
 02/11  05:00:00,1.27157959,16.97419846,0,16.55620941,0,0.586549004,0.586549004,0.586549004,0.104289916,0.023764796,0.089841977,0.443733898
 02/11  06:00:00,1.352896786,17.41112935,0,16.6011141,0,0.588154101,0.588154101,0.588154101,0.113770823,0.025925231,0.106475264,0.495171367
 02/11  07:00:00,1.67328762,19.40173269,0,17.856757,0,0.632665524,0.632665524,0.632665524,0.218060792,0.04969003,0.177349455,0.57212182
 02/11  08:00:00,2.052440711,17.76439858,0,16.00539543,0,0.56716184,0.56716184,0.56716184,0.436121452,0.09938006,0.280955062,0.607922298
 02/11  09:00:00,1.892696139,16.16889104,0,14.45453681,0,0.512121888,0.512121888,0.512121888,0.388716916,0.088577869,0.365916277,0.513963189
 02/11  10:00:00,1.576785049,13.71658013,0,12.16169649,0,0.430752639,0.430752639,0.430752639,0.189618018,0.043208703,0.452381455,0.437424235
 02/11  11:00:00,1.512037416,12.057435,0,10.69259831,0,0.378612806,0.378612806,0.378612806,0.151694361,0.034566975,0.476051546,0.447711729
 02/11  12:00:00,1.456636478,9.73006861,0,8.53948479,0,0.302285617,0.302285617,0.302285617,0.151694361,0.034566975,0.496840631,0.447848895
 02/11  13:00:00,1.353713901,7.344028589,0,6.286970268,0,0.222469829,0.222469829,0.222469829,0.151694361,0.034566975,0.481278004,0.440304733
 02/11  14:00:00,1.309573407,6.845505905,0,5.871111466,0,0.207700885,0.207700885,0.207700885,0.151694361,0.034566975,0.436680963,0.455530224
 02/11  15:00:00,1.304392313,6.55263819,0,5.655154463,0,0.200043159,0.200043159,0.200043159,0.161175373,0.036727407,0.401865999,0.481180375
 02/11  16:00:00,1.379784772,6.676367297,0,5.76877415,0,0.204041727,0.204041727,0.204041727,0.189618018,0.043208703,0.411588465,0.507927859
 02/11  17:00:00,1.689372939,7.626039439,0,6.61192369,0,0.233872184,0.233872184,0.233872184,0.293907972,0.066973517,0.47042963,0.600789636
 02/11  18:00:00,2.30171835,8.91126878,0,7.690657615,0,0.272068416,0.272068416,0.272068416,0.568854051,0.12962614,0.577906352,0.729863391
 02/11  19:00:00,2.83113543,8.871593773,0,7.452501132,0,0.263669167,0.263669167,0.263669167,0.97653286,0.222524903,0.522597147,0.792411353
 02/11  20:00:00,3.080380839,9.294349575,0,7.833843779,0,0.27718315,0.27718315,0.27718315,1.251478939,0.285177526,0.425216887,0.817924338
 02/11  21:00:00,2.974571992,9.661690319,0,8.305317486,0,0.293888407,0.293888407,0.293888407,1.166150878,0.265733606,0.379355614,0.846043487
 02/11  22:00:00,2.70640066,9.968448105,0,8.755581634,0,0.309829998,0.309829998,0.309829998,0.967051979,0.220364471,0.359462713,0.826291499
 02/11  23:00:00,2.252001339,10.58770385,0,9.602712442,0,0.339801226,0.339801226,0.339801226,0.720548411,0.164193145,0.289009157,0.7150494
 02/11  24:00:00,1.800950568,10.56018863,0,9.827042531,0,0.347712847,0.347712847,0.347712847,0.502487751,0.114503115,0.191482232,0.621364624
 02/12  01:00:00,1.333954957,10.63092594,0,10.16252457,0,0.359569943,0.359569943,0.359569943,0.255984317,0.058331758,0.12270575,0.513963189
 02/12  02:00:00,1.149340685,10.63269289,0,10.2779954,0,0.363607506,0.363607506,0.363607506,0.151694361,0.034566975,0.10284713,0.473224713
 02/12  03:00:00,1.075273333,10.77596057,0,10.45252482,0,0.369709727,0.369709727,0.369709727,0.104289916,0.023764796,0.086370844,0.46773805
 02/12  04:00:00,1.0728009,11.18950654,0,10.85765452,0,0.383968539,0.383968539,0.383968539,0.104289916,0.023764796,0.076223595,0.461154054
 02/12  05:00:00,1.076969941,11.50607516,0,11.08463159,0,0.391939355,0.391939355,0.391939355,0.104289916,0.023764796,0.089841977,0.443733898
 02/12  06:00:00,1.154351104,11.83310122,0,11.01944677,0,0.38960842,0.38960842,0.38960842,0.113770823,0.025925231,0.106475264,0.495171367
 02/12  07:00:00,1.422639307,12.35496983,0,10.80585825,0,0.382017211,0.382017211,0.382017211,0.218060792,0.04969003,0.177349455,0.57212182
 02/12  08:00:00,1.893556896,13.3137754,0,11.55029276,0,0.408278024,0.408278024,0.408278024,0.436121452,0.09938006,0.280955062,0.607922298
 02/12  09:00:00,1.707076469,10.95819677,0,9.239934215,0,0.326502219,0.326502219,0.326502219,0.388716916,0.088577869,0.365916277,0.513963189
 02/12  10:00:00,1.446631365,10.06831432,0,8.509988564,0,0.300598954,0.300598954,0.300598954,0.189618018,0.043208703,0.452381455,0.437424235
 02/12  11:00:00,1.386035209,8.522423237,0,7.154206898,0,0.252610599,0.252610599,0.252610599,0.151694361,0.034566975,0.476051546,0.447711729
 02/12  12:00:00,1.329969492,6.170153495,0,4.976106384,0,0.175618631,0.175618631,0.175618631,0.151694361,0.034566975,0.496840631,0.447848895
 02/12  13:00:00,1.275243751,5.141945938,0,4.081984919,0,0.143999679,0.143999679,0.143999679,0.151694361,0.034566975,0.481278004,0.440304733
 02/12  14:00:00,1.267914645,5.684093464,0,4.707518853,0,0.166042123,0.166042123,0.166042123,0.151694361,0.034566975,0.436680963,0.455530224
 02/12  15:00:00,1.278743469,5.843971214,0,4.944557706,0,0.174394315,0.174394315,0.174394315,0.161175373,0.036727407,0.401865999,0.481180375
 02/12  16:00:00,1.371359113,6.455911913,0,5.546716912,0,0.195616069,0.195616069,0.195616069,0.189618018,0.043208703,0.411588465,0.507927859
 02/12  17:00:00,1.647809953,6.469185701,0,5.453150281,0,0.192309198,0.192309198,0.192309198,0.293907972,0.066973517,0.47042963,0.600789636
 02/12  18:00:00,2.272280521,8.101448696,0,6.878998685,0,0.242630588,0.242630588,0.242630588,0.568854051,0.12962614,0.577906352,0.729863391
 02/12  19:00:00,2.791273422,7.765637492,0,6.344776552,0,0.223807159,0.223807159,0.223807159,0.97653286,0.222524903,0.522597147,0.792411353
 02/12  20:00:00,3.040720444,8.195502379,0,6.733101053,0,0.237522755,0.237522755,0.237522755,1.251478939,0.285177526,0.425216887,0.817924338
 02/12  21:00:00,2.930845194,8.448994447,0,7.090838954,0,0.250161609,0.250161609,0.250161609,1.166150878,0.265733606,0.379355614,0.846043487
 02/12  22:00:00,2.674044103,9.079355075,0,7.864934902,0,0.277473441,0.277473441,0.277473441,0.967051979,0.220364471,0.359462713,0.826291499
 02/12  23:00:00,2.223225053,9.802572325,0,8.816103397,0,0.311024939,0.311024939,0.311024939,0.720548411,0.164193145,0.289009157,0.7150494
 02/12  24:00:00,1.77445273,9.839719035,0,9.10506292,0,0.321215009,0.321215009,0.321215009,0.502487751,0.114503115,0.191482232,0.621364624
 02/13  01:00:00,1.303504187,9.996999115,0,9.547184063,0,0.336788469,0.336788469,0.336788469,0.255984317,0.058331758,0.115036453,0.513963189
 02/13  02:00:00,1.122781917,10.03094958,0,9.685679361,0,0.341653599,0.341653599,0.341653599,0.151694361,0.034566975,0.098242269,0.473224713
 02/13  03:00:00,1.055302371,10.3193289,0,10.00252244,0,0.352785211,0.352785211,0.352785211,0.104289916,0.023764796,0.083324399,0.46773805
 02/13  04:00:00,1.054116137,10.72856995,0,10.40399788,0,0.366876747,0.366876747,0.366876747,0.104289916,0.023764796,0.074630624,0.461154054
 02/13  05:00:00,1.048445452,10.80017573,0,10.39459808,0,0.366531213,0.366531213,0.366531213,0.104289916,0.023764796,0.086725629,0.443733898
 02/13  06:00:00,1.12734239,11.18525422,0,10.41909841,0,0.367379179,0.367379179,0.367379179,0.113770823,0.025925231,0.101695789,0.495171367
 02/13  07:00:00,1.390552661,11.71472912,0,10.27602246,0,0.362326995,0.362326995,0.362326995,0.218060792,0.04969003,0.164953024,0.57212182
 02/13  08:00:00,1.845240191,12.5374585,0,10.90934362,0,0.384649575,0.384649575,0.384649575,0.436121452,0.09938006,0.256266806,0.607922298
 02/13  09:00:00,1.649144245,10.26717088,0,8.691131111,0,0.306413512,0.306413512,0.306413512,0.388716916,0.088577869,0.32807276,0.513963189
 02/13  10:00:00,1.337480735,8.349438341,0,6.922365306,0,0.243984559,0.243984559,0.243984559,0.189618018,0.043208703,0.39984522,0.437424235
 02/13  11:00:00,1.304835529,7.804566512,0,6.54981446,0,0.230813187,0.230813187,0.230813187,0.151694361,0.034566975,0.416649278,0.447711729
 02/13  12:00:00,1.255914848,5.720261682,0,4.620692164,0,0.162800873,0.162800873,0.162800873,0.151694361,0.034566975,0.435603745,0.447848895
 02/13  13:00:00,1.215341285,4.948680638,0,3.970767852,0,0.139876136,0.139876136,0.139876136,0.151694361,0.034566975,0.425499081,0.440304733
 02/13  14:00:00,1.160408325,4.012023721,0,3.105788013,0,0.109388508,0.109388508,0.109388508,0.151694361,0.034566975,0.385828258,0.455530224
 02/13  15:00:00,1.138238768,3.094803394,0,2.258439843,0,0.079536115,0.079536115,0.079536115,0.161175373,0.036727407,0.356219499,0.481180375
 02/13  16:00:00,1.205556155,2.92166955,0,2.074526434,0,0.073048579,0.073048579,0.073048579,0.189618018,0.043208703,0.368352996,0.507927859
 02/13  17:00:00,1.504703247,3.526665277,0,2.587263093,0,0.09110673,0.09110673,0.09110673,0.293907972,0.066973517,0.428525391,0.600789636
 02/13  18:00:00,2.135493899,5.3054442,0,4.175603534,0,0.147087884,0.147087884,0.147087884,0.568854051,0.12962614,0.536662433,0.729863391
 02/13  19:00:00,2.68258121,5.703537779,0,4.402761172,0,0.155143649,0.155143649,0.155143649,0.97653286,0.222524903,0.482568445,0.792411353
 02/13  20:00:00,2.974944909,7.333101329,0,6.005595834,0,0.211699432,0.211699432,0.211699432,1.251478939,0.285177526,0.385264674,0.817924338
 02/13  21:00:00,2.866352876,7.649105643,0,6.419428919,0,0.226333889,0.226333889,0.226333889,1.166150878,0.265733606,0.338691015,0.846043487
 02/13  22:00:00,2.607028752,8.253278745,0,7.146726085,0,0.251999423,0.251999423,0.251999423,0.967051979,0.220364471,0.317921379,0.826291499
 02/13  23:00:00,2.14743247,8.50880078,0,7.606877032,0,0.268241104,0.268241104,0.268241104,0.720548411,0.164193145,0.25600041,0.7150494
 02/13  24:00:00,1.734809438,9.18156081,0,8.499095577,0,0.299695702,0.299695702,0.299695702,0.502487751,0.114503115,0.173358246,0.621364624
 02/14  01:00:00,1.301656133,9.949455827,0,9.498995183,0,0.334940415,0.334940415,0.334940415,0.255984317,0.058331758,0.115036453,0.513963189
 02/14  02:00:00,1.134983205,10.38116685,0,10.03546686,0,0.353854888,0.353854888,0.353854888,0.151694361,0.034566975,0.098242269,0.473224713
 02/14  03:00:00,1.063547282,10.55621597,0,10.23904301,0,0.361030121,0.361030121,0.361030121,0.104289916,0.023764796,0.083324399,0.46773805
 02/14  04:00:00,1.046142235,10.50371922,0,10.17883555,0,0.358902846,0.358902846,0.358902846,0.104289916,0.023764796,0.074630624,0.461154054
 02/14  05:00:00,1.049667916,10.83586521,0,10.42990168,0,0.367753678,0.367753678,0.367753678,0.104289916,0.023764796,0.086725629,0.443733898
 02/14  06:00:00,1.128915277,11.23065439,0,10.46409332,0,0.368952066,0.368952066,0.368952066,0.113770823,0.025925231,0.101695789,0.495171367
 02/14  07:00:00,1.393423162,11.796761,0,10.35760971,0,0.365197497,0.365197497,0.365197497,0.218060792,0.04969003,0.164953024,0.57212182
 02/14  08:00:00,1.850571332,12.68912461,0,11.06054794,0,0.389980716,0.389980716,0.389980716,0.436121452,0.09938006,0.256266806,0.607922298
 02/14  09:00:00,1.645710048,10.16997936,0,8.59340541,0,0.302979315,0.302979315,0.302979315,0.388716916,0.088577869,0.32807276,0.513963189
 02/14  10:00:00,1.399661748,10.11186548,0,8.685025328,0,0.306165572,0.306165572,0.306165572,0.189618018,0.043208703,0.39984522,0.437424235
 02/14  11:00:00,1.363527846,9.468314688,0,8.213625204,0,0.289505503,0.289505503,0.289505503,0.151694361,0.034566975,0.416649278,0.447711729
 02/14  12:00:00,1.36997536,8.954464193,0,7.855569266,0,0.276861385,0.276861385,0.276861385,0.151694361,0.034566975,0.435603745,0.447848895
 02/14  13:00:00,1.349837962,8.762936992,0,7.785878058,0,0.274372813,0.274372813,0.274372813,0.151694361,0.034566975,0.425499081,0.440304733
 02/14  14:00:00,1.304648372,8.103272331,0,7.198168372,0,0.253628555,0.253628555,0.253628555,0.151694361,0.034566975,0.385828258,0.455530224
 02/14  15:00:00,1.306877766,7.878975765,0,7.043917006,0,0.248175113,0.248175113,0.248175113,0.161175373,0.036727407,0.356219499,0.481180375
 02/14  16:00:00,1.350470936,7.032940458,0,6.187018121,0,0.21796336,0.21796336,0.21796336,0.189618018,0.043208703,0.368352996,0.507927859
 02/14  17:00:00,1.655724668,7.811974963,0,6.873660962,0,0.242128152,0.242128152,0.242128152,0.293907972,0.066973517,0.428525391,0.600789636
 02/14  18:00:00,2.238511764,8.229024431,0,7.099256708,0,0.250105749,0.250105749,0.250105749,0.568854051,0.12962614,0.536662433,0.729863391
 02/14  19:00:00,2.768100779,8.131211698,0,6.83009948,0,0.240663217,0.240663217,0.240663217,0.97653286,0.222524903,0.482568445,0.792411353
 02/14  20:00:00,3.007783609,8.267747292,0,6.939249456,0,0.244538133,0.244538133,0.244538133,1.251478939,0.285177526,0.385264674,0.817924338
 02/14  21:00:00,2.877843166,7.978971171,0,6.748225675,0,0.237824179,0.237824179,0.237824179,1.166150878,0.265733606,0.338691015,0.846043487
 02/14  22:00:00,2.624625462,8.757029561,0,7.649474048,0,0.269596133,0.269596133,0.269596133,0.967051979,0.220364471,0.317921379,0.826291499
 02/14  23:00:00,2.149189373,8.563652477,0,7.660617738,0,0.269998007,0.269998007,0.269998007,0.720548411,0.164193145,0.25600041,0.7150494
 02/14  24:00:00,1.764539667,10.03064194,0,9.347385661,0,0.329425931,0.329425931,0.329425931,0.502487751,0.114503115,0.173358246,0.621364624
 02/15  01:00:00,1.309801055,10.18546896,0,9.734546244,0,0.343085338,0.343085338,0.343085338,0.255984317,0.058331758,0.115036453,0.513963189
 02/15  02:00:00,1.167193652,11.30099128,0,10.95482047,0,0.386065335,0.386065335,0.386065335,0.151694361,0.034566975,0.098242269,0.473224713
 02/15  03:00:00,1.089672387,11.3034052,0,10.98591079,0,0.387155226,0.387155226,0.387155226,0.104289916,0.023764796,0.083324399,0.46773805
 02/15  04:00:00,1.084980768,11.61172964,0,11.28658717,0,0.397741378,0.397741378,0.397741378,0.104289916,0.023764796,0.074630624,0.461154054
 02/15  05:00:00,1.11781508,12.77437785,0,12.36861404,0,0.435900842,0.435900842,0.435900842,0.104289916,0.023764796,0.086725629,0.443733898
 02/15  06:00:00,1.2038275,13.3594108,0,12.59329336,0,0.44386429,0.44386429,0.44386429,0.113770823,0.025925231,0.101695789,0.495171367
 02/15  07:00:00,1.516170921,15.27948924,0,13.84138088,0,0.487945256,0.487945256,0.487945256,0.218060792,0.04969003,0.164953024,0.57212182
 02/15  08:00:00,1.912334034,14.44003778,0,12.81261599,0,0.451743418,0.451743418,0.451743418,0.436121452,0.09938006,0.256266806,0.607922298
 02/15  09:00:00,1.797796,14.48147981,0,12.90643379,0,0.455065266,0.455065266,0.455065266,0.388716916,0.088577869,0.32807276,0.513963189
 02/15  10:00:00,1.556636129,14.5597667,0,13.13482318,0,0.463139953,0.463139953,0.463139953,0.189618018,0.043208703,0.39984522,0.437424235
 02/15  11:00:00,1.560942987,15.06100572,0,13.80866025,0,0.486920644,0.486920644,0.486920644,0.151694361,0.034566975,0.416649278,0.447711729
 02/15  12:00:00,1.558163686,14.28345855,0,13.18712855,0,0.465049711,0.465049711,0.465049711,0.151694361,0.034566975,0.435603745,0.447848895
 02/15  13:00:00,1.523578899,13.68086889,0,12.70643559,0,0.44811375,0.44811375,0.44811375,0.151694361,0.034566975,0.425499081,0.440304733
 02/15  14:00:00,1.496430229,13.53233856,0,12.63000214,0,0.445410411,0.445410411,0.445410411,0.151694361,0.034566975,0.385828258,0.455530224
 02/15  15:00:00,1.48970995,13.05399969,0,12.22169809,0,0.431007297,0.431007297,0.431007297,0.161175373,0.036727407,0.356219499,0.481180375
 02/15  16:00:00,1.558369394,12.91866051,0,12.07577563,0,0.425861818,0.425861818,0.425861818,0.189618018,0.043208703,0.368352996,0.507927859
 02/15  17:00:00,1.855768912,13.47277053,0,12.53742578,0,0.442172396,0.442172396,0.442172396,0.293907972,0.066973517,0.428525391,0.600789636
 02/15  18:00:00,2.476606291,14.96320533,0,13.83694213,0,0.488200276,0.488200276,0.488200276,0.568854051,0.12962614,0.536662433,0.729863391
 02/15  19:00:00,2.99990205,14.6831245,0,13.38575309,0,0.472464488,0.472464488,0.472464488,0.97653286,0.222524903,0.482568445,0.792411353
 02/15  20:00:00,3.294128837,16.35758279,0,15.03349409,0,0.530883361,0.530883361,0.530883361,1.251478939,0.285177526,0.385264674,0.817924338
 02/15  21:00:00,3.191067377,16.82511087,0,15.59910044,0,0.55104839,0.55104839,0.55104839,1.166150878,0.265733606,0.338691015,0.846043487
 02/15  22:00:00,2.909367157,16.79316366,0,15.69023796,0,0.554337829,0.554337829,0.554337829,0.967051979,0.220364471,0.317921379,0.826291499
 02/15  23:00:00,2.504068003,18.57934276,0,17.68156506,0,0.624876636,0.624876636,0.624876636,0.720548411,0.164193145,0.25600041,0.7150494
 02/15  24:00:00,2.045184299,17.93858792,0,17.26047839,0,0.610070564,0.610070564,0.610070564,0.502487751,0.114503115,0.173358246,0.621364624
 02/16  01:00:00,1.574357642,17.63801384,0,17.19151766,0,0.607641924,0.607641924,0.607641924,0.255984317,0.058331758,0.115036453,0.513963189
 02/16  02:00:00,1.375218309,17.14972911,0,16.80767802,0,0.594089992,0.594089992,0.594089992,0.151694361,0.034566975,0.098242269,0.473224713
 02/16  03:00:00,1.29328103,17.02709578,0,16.71345783,0,0.590763869,0.590763869,0.590763869,0.104289916,0.023764796,0.083324399,0.46773805
 02/16  04:00:00,1.267162995,16.72784573,0,16.40637426,0,0.579923606,0.579923606,0.579923606,0.104289916,0.023764796,0.074630624,0.461154054
 02/16  05:00:00,1.269832941,17.03520461,0,16.63270402,0,0.587918702,0.587918702,0.587918702,0.104289916,0.023764796,0.086725629,0.443733898
 02/16  06:00:00,1.339704292,17.16375163,0,16.40070352,0,0.579741082,0.579741082,0.579741082,0.113770823,0.025925231,0.101695789,0.495171367
 02/16  07:00:00,1.645869194,18.90734054,0,17.47187568,0,0.617643529,0.617643529,0.617643529,0.218060792,0.04969003,0.164953024,0.57212182
 02/16  08:00:00,2.041522742,18.05481154,0,16.43037409,0,0.580932126,0.580932126,0.580932126,0.436121452,0.09938006,0.256266806,0.607922298
 02/16  09:00:00,1.904963287,17.47246399,0,15.89996948,0,0.562232553,0.562232553,0.562232553,0.388716916,0.088577869,0.32807276,0.513963189
 02/16  10:00:00,1.626202964,16.48936117,0,15.06650513,0,0.532706788,0.532706788,0.532706788,0.189618018,0.043208703,0.39984522,0.437424235
 02/16  11:00:00,1.560906454,15.02345974,0,13.77242206,0,0.486884112,0.486884112,0.486884112,0.151694361,0.034566975,0.416649278,0.447711729
 02/16  12:00:00,1.511867462,12.94352388,0,11.84758809,0,0.418753487,0.418753487,0.418753487,0.151694361,0.034566975,0.435603745,0.447848895
 02/16  13:00:00,1.509656388,13.25901239,0,12.28526283,0,0.434191239,0.434191239,0.434191239,0.151694361,0.034566975,0.425499081,0.440304733
 02/16  14:00:00,1.470383964,12.7677136,0,11.86597709,0,0.419364147,0.419364147,0.419364147,0.151694361,0.034566975,0.385828258,0.455530224
 02/16  15:00:00,1.471728447,12.51901473,0,11.68730674,0,0.413025794,0.413025794,0.413025794,0.161175373,0.036727407,0.356219499,0.481180375
 02/16  16:00:00,1.539617741,12.36275204,0,11.52040435,0,0.407110165,0.407110165,0.407110165,0.189618018,0.043208703,0.368352996,0.507927859
 02/16  17:00:00,1.830964377,12.74543807,0,11.81059694,0,0.417367861,0.417367861,0.417367861,0.293907972,0.066973517,0.428525391,0.600789636
 02/16  18:00:00,2.445003612,14.04353153,0,12.91759629,0,0.456597597,0.456597597,0.456597597,0.568854051,0.12962614,0.536662433,0.729863391
 02/16  19:00:00,2.991529914,14.42272019,0,13.12586339,0,0.464092353,0.464092353,0.464092353,0.97653286,0.222524903,0.482568445,0.792411353
 02/16  20:00:00,3.249672187,15.0775737,0,13.75362338,0,0.486426711,0.486426711,0.486426711,1.251478939,0.285177526,0.385264674,0.817924338
 02/16  21:00:00,3.177086135,16.40582876,0,15.18031829,0,0.537067148,0.537067148,0.537067148,1.166150878,0.265733606,0.338691015,0.846043487
 02/16  22:00:00,2.958488351,18.15213254,0,17.050388,0,0.603459023,0.603459023,0.603459023,0.967051979,0.220364471,0.317921379,0.826291499
 02/16  23:00:00,2.482315745,17.93587009,0,17.03861811,0,0.603124379,0.603124379,0.603124379,0.720548411,0.164193145,0.25600041,0.7150494
 02/16  24:00:00,2.079621044,18.88467461,0,18.2071773,0,0.644507308,0.644507308,0.644507308,0.502487751,0.114503115,0.173358246,0.621364624
 02/17  01:00:00,1.622565257,18.97112277,0,18.52587039,0,0.655849539,0.655849539,0.655849539,0.255984317,0.058331758,0.115036453,0.513963189
 02/17  02:00:00,1.507464807,20.8525667,0,20.51246575,0,0.726336489,0.726336489,0.726336489,0.151694361,0.034566975,0.098242269,0.473224713
 02/17  03:00:00,1.422805015,20.65081336,0,20.33948094,0,0.720287854,0.720287854,0.720287854,0.104289916,0.023764796,0.083324399,0.46773805
 02/17  04:00:00,1.428731583,21.25626767,0,20.9373692,0,0.741492193,0.741492193,0.741492193,0.104289916,0.023764796,0.074630624,0.461154054
