Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 09/29  22:00:00,2.974208393,0,0,0.974757815,0.228375083,1.203132898,0.228375083,0.573003098,0.124596392,0.273439654,0.527712327,0.251894024
 09/29  23:00:00,2.367120454,0,0,0.834834553,0.195597638,1.030432191,0.195597638,0.399365754,0.08683993,0.19098066,0.458572193,0.180499726
 09/29  24:00:00,1.754861407,0,0,0.707946128,0.164437692,0.87238382,0.164437692,0.202576884,0.044049228,0.133100167,0.379309052,0.103012256
 09/30  01:00:00,1.455712292,0,0,0.606189826,0.140799107,0.746988933,0.140799107,0.121546068,0.026429546,0.120469439,0.349243723,0.070604583
 09/30  02:00:00,1.234386458,0,0,0.489537395,0.114661735,0.60419913,0.114661735,0.081030733,0.017619694,0.104730325,0.34519452,0.061182057
 09/30  03:00:00,1.077261826,0,0,0.371143634,0.088173578,0.459317213,0.088173578,0.081030733,0.017619694,0.094003091,0.340335477,0.064525619
 09/30  04:00:00,0.96541986,0,0,0.255563229,0.061473874,0.317037103,0.061473874,0.081030733,0.017619694,0.106155467,0.327479259,0.095667604
 09/30  05:00:00,1.083403014,0,0,0.191781751,0.046388087,0.238169837,0.046388087,0.086818651,0.018878245,0.121618624,0.365440533,0.232047124
 09/30  06:00:00,1.406126088,0,0,0.07447112,0.018010107,0.092481227,0.018010107,0.162061423,0.035239387,0.188531179,0.4222306,0.485152272
 09/30  07:00:00,2.165931124,0,0,0.360265483,0.086609561,0.446875044,0.086609561,0.306759225,0.066703128,0.28729758,0.448651647,0.551714499
 09/30  08:00:00,2.273931427,0,0,0.534557906,0.125922135,0.660480041,0.125922135,0.254668055,0.05537619,0.371524938,0.379309052,0.532143153
 09/30  09:00:00,2.273816216,0,0,0.687870778,0.158393989,0.846264767,0.158393989,0.127333975,0.027688095,0.457576618,0.322822676,0.471700085
 09/30  10:00:00,2.45545749,0,0,0.900982788,0.20005997,1.101042758,0.20005997,0.098394467,0.021395342,0.482394064,0.330414931,0.401385928
 09/30  11:00:00,2.685888642,0,0,1.131516872,0.243486033,1.375002904,0.243486033,0.098394467,0.021395342,0.500839573,0.330516161,0.339310194
 09/30  12:00:00,2.899679093,0,0,1.367441454,0.290892248,1.658333701,0.290892248,0.098394467,0.021395342,0.483949629,0.324948508,0.292227446
 09/30  13:00:00,3.123716207,0,0,1.605337571,0.33408243,1.939420001,0.33408243,0.098394467,0.021395342,0.442869609,0.336185045,0.265021744
 09/30  14:00:00,3.271322468,0,0,1.758158546,0.370522231,2.128680777,0.370522231,0.098394467,0.021395342,0.40846996,0.355115067,0.238836856
 09/30  15:00:00,3.475912691,0,0,1.898353326,0.404245015,2.302598341,0.404245015,0.098394467,0.021395342,0.414260089,0.374854929,0.243979522
 09/30  16:00:00,3.620590496,0,0,1.876103689,0.404396377,2.280500066,0.404396377,0.109970252,0.023912449,0.462550297,0.443387683,0.27983975
 09/30  17:00:00,3.630951757,0,0,1.607596904,0.361062049,1.968658953,0.361062049,0.162061423,0.035239387,0.552990886,0.538645174,0.352925934
 09/30  18:00:00,3.673471913,0,0,1.407074878,0.327695136,1.734770014,0.327695136,0.300971317,0.065444579,0.509425652,0.584806084,0.427624267
 09/30  19:00:00,3.740204847,0,0,1.269954271,0.300607141,1.570561411,0.300607141,0.549851361,0.11956222,0.430071799,0.603634876,0.446093181
 09/30  20:00:00,3.855796571,0,0,1.137328411,0.273495022,1.410823433,0.273495022,0.821883139,0.178714033,0.391685867,0.624387039,0.407873061
 09/30  21:00:00,3.471498318,0,0,0.9483496,0.230866754,1.179216354,0.230866754,0.76400406,0.166128545,0.374868582,0.609809909,0.357040867
 09/30  22:00:00,2.865067345,0,0,0.829970021,0.199963069,1.02993309,0.199963069,0.573003098,0.124596392,0.306448401,0.527712327,0.282944037
 09/30  23:00:00,2.242672786,0,0,0.700542889,0.166917626,0.867460515,0.166917626,0.399365754,0.08683993,0.209104646,0.458572193,0.200899748
 09/30  24:00:00,1.601674836,0,0,0.568947603,0.133708336,0.702655939,0.133708336,0.202576884,0.044049228,0.140769464,0.379309052,0.111884269
 10/01  01:00:00,1.341460922,0,0,0.488858543,0.11333782,0.602196364,0.11333782,0.12470051,0.02711544,0.110055957,0.38420738,0.07275527
 10/01  02:00:00,1.198755494,0,0,0.440615968,0.100492289,0.541108257,0.100492289,0.08313364,0.018076959,0.093486018,0.379752802,0.062767819
 10/01  03:00:00,1.157810974,0,0,0.419135055,0.094102545,0.5132376,0.094102545,0.08313364,0.018076959,0.083125486,0.374407308,0.065399981
 10/01  04:00:00,1.19795305,0,0,0.429180944,0.094590748,0.523771692,0.094590748,0.08313364,0.018076959,0.096569503,0.360264022,0.095707236
 10/01  05:00:00,1.412401937,0,0,0.438720775,0.096672511,0.535393286,0.096672511,0.090061448,0.019583373,0.113136198,0.402025694,0.231771939
 10/01  06:00:00,2.066517585,0,0,0.560854289,0.123559954,0.684414243,0.123559954,0.187050662,0.04067316,0.184011474,0.464501155,0.485436893
 10/01  07:00:00,2.667864543,0,0,0.667675134,0.145344149,0.813019283,0.145344149,0.381029257,0.082852738,0.287659159,0.493567278,0.551806828
 10/01  08:00:00,2.870321455,0,0,0.920497215,0.194089314,1.114586529,0.194089314,0.339462385,0.07381425,0.372714216,0.417282624,0.53203145
 10/01  09:00:00,3.04865229,0,0,1.281996686,0.257994629,1.539991314,0.257994629,0.166267279,0.036153927,0.459246797,0.355141257,0.471421715
 10/01  10:00:00,3.354350633,0,0,1.606862178,0.319057188,1.925919366,0.319057188,0.131628237,0.028621858,0.482755643,0.363493591,0.401501938
 10/01  11:00:00,3.488656915,0,0,1.756671239,0.344111333,2.100782571,0.344111333,0.131628237,0.028621858,0.503411355,0.363604956,0.340177937
 10/01  12:00:00,3.564623334,0,0,1.877060913,0.367626742,2.244687655,0.367626742,0.131628237,0.028621858,0.488089073,0.35747991,0.293686601
 10/01  13:00:00,4.029351278,0,0,2.324284523,0.444133056,2.768417579,0.444133056,0.131628237,0.028621858,0.443692184,0.369841365,0.266720055
 10/01  14:00:00,4.359107242,0,0,2.646058217,0.493122337,3.139180553,0.493122337,0.131628237,0.028621858,0.408811516,0.390666519,0.239768559
 10/01  15:00:00,3.579751524,0,0,1.913101068,0.402774352,2.31587542,0.402774352,0.138556066,0.030128277,0.418399533,0.412382588,0.24397964
 10/01  16:00:00,4.25330658,0,0,2.312738207,0.464974638,2.777712845,0.464974638,0.173195109,0.037660323,0.477003988,0.487776326,0.279527989
 10/01  17:00:00,4.753414713,0,0,2.379762295,0.47842779,2.858190085,0.47842779,0.28403996,0.061762949,0.584190809,0.592570281,0.352230628
 10/01  18:00:00,4.85507187,0,0,2.129959744,0.442907833,2.572867578,0.442907833,0.519585324,0.112980991,0.529776492,0.643352474,0.426079011
 10/01  19:00:00,4.992624474,0,0,2.008190726,0.427004347,2.435195073,0.427004347,0.817480839,0.177756777,0.433195571,0.664066264,0.444499951
 10/01  20:00:00,4.970806659,0,0,1.9573736,0.416216097,2.373589698,0.416216097,0.900614478,0.195833729,0.387533176,0.686895977,0.405909601
 10/01  21:00:00,4.573888101,0,0,1.848350742,0.393036374,2.241387117,0.393036374,0.755130584,0.164199057,0.367678107,0.670859495,0.354203741
 10/01  22:00:00,3.872479196,0,0,1.648189601,0.354612054,2.002801656,0.354612054,0.568079919,0.123525897,0.29702439,0.58054292,0.280074414
 10/01  23:00:00,3.170885094,0,0,1.455449296,0.313133953,1.768583249,0.313133953,0.394884813,0.085865552,0.199054806,0.504480995,0.197585679
 10/01  24:00:00,2.498160631,0,0,1.298380573,0.279335919,1.577716492,0.279335919,0.200906321,0.043685997,0.130076898,0.417282624,0.108062298
 10/02  01:00:00,2.090740106,0,0,1.119694642,0.243194877,1.362889519,0.243194877,0.12470051,0.02711544,0.105451096,0.38420738,0.06594616
 10/02  02:00:00,1.887575491,0,0,1.017755356,0.221016512,1.238771868,0.221016512,0.08313364,0.018076959,0.090439573,0.379752802,0.05697065
 10/02  03:00:00,1.789898525,0,0,0.946867379,0.205605775,1.152473154,0.205605775,0.08313364,0.018076959,0.081532515,0.374407308,0.059844949
 10/02  04:00:00,1.73733777,0,0,0.882469736,0.191599217,1.074068953,0.191599217,0.08313364,0.018076959,0.093453154,0.360264022,0.087911042
 10/02  05:00:00,1.902104874,0,0,0.860996997,0.186908475,1.047905472,0.186908475,0.090061448,0.019583373,0.108356723,0.402025694,0.213742165
 10/02  06:00:00,2.468720431,0,0,0.934290156,0.202788935,1.137079091,0.202788935,0.187050662,0.04067316,0.171615043,0.464501155,0.447371321
 10/02  07:00:00,3.002160151,0,0,1.001397995,0.215243739,1.216641734,0.215243739,0.381029257,0.082852738,0.262970903,0.493567278,0.50716824
 10/02  08:00:00,2.830580552,0,0,0.953083616,0.204830481,1.157914096,0.204830481,0.339462385,0.07381425,0.334870699,0.417282624,0.486806497
 10/02  09:00:00,2.544609957,0,0,0.9282247,0.199472857,1.127697557,0.199472857,0.166267279,0.036153927,0.406710563,0.355141257,0.432209374
 10/02  10:00:00,2.50720386,0,0,0.960729762,0.208410945,1.169140707,0.208410945,0.131628237,0.028621858,0.423353376,0.363493591,0.370536091
 10/02  11:00:00,2.507752952,0,0,0.990206289,0.214780965,1.204987253,0.214780965,0.131628237,0.028621858,0.442174469,0.363604956,0.316306179
 10/02  12:00:00,2.493749654,0,0,1.028229007,0.22090996,1.249138967,0.22090996,0.131628237,0.028621858,0.432310149,0.35747991,0.274140533
 10/02  13:00:00,2.620735301,0,0,1.177000033,0.249935065,1.426935098,0.249935065,0.131628237,0.028621858,0.392839479,0.369841365,0.250439263
 10/02  14:00:00,2.845619381,0,0,1.395674172,0.289865079,1.685539251,0.289865079,0.131628237,0.028621858,0.363165015,0.390666519,0.225568501
 10/02  15:00:00,3.066011434,0,0,1.540556128,0.319952966,1.860509095,0.319952966,0.138556066,0.030128277,0.375164065,0.412382588,0.228841343
 10/02  16:00:00,3.154688993,0,0,1.433605481,0.307993115,1.741598596,0.307993115,0.173195109,0.037660323,0.435099749,0.487776326,0.25892889
 10/02  17:00:00,3.332472519,0,0,1.225443148,0.279034832,1.50447798,0.279034832,0.28403996,0.061762949,0.542946891,0.592570281,0.326244459
 10/02  18:00:00,3.656528922,0,0,1.176936163,0.272469762,1.449405925,0.272469762,0.519585324,0.112980991,0.489747791,0.643352474,0.391026417
 10/02  19:00:00,3.882044298,0,0,1.139164642,0.265941675,1.405106317,0.265941675,0.817480839,0.177756777,0.393243357,0.664066264,0.403960744
 10/02  20:00:00,3.781585479,0,0,1.023224456,0.24046883,1.263693286,0.24046883,0.900614478,0.195833729,0.346868578,0.686895977,0.367249431
 10/02  21:00:00,3.266658582,0,0,0.812013433,0.194653177,1.006666609,0.194653177,0.755130584,0.164199057,0.326136774,0.670859495,0.323236063
 10/02  22:00:00,2.597658905,0,0,0.632264748,0.152434998,0.784699746,0.152434998,0.568079919,0.123525897,0.264015642,0.58054292,0.25636478
 10/02  23:00:00,1.879561052,0,0,0.409347699,0.098714657,0.508062356,0.098714657,0.394884813,0.085865552,0.18093082,0.504480995,0.184906516
 10/02  24:00:00,1.150425069,0,0,0.192701836,0.046475333,0.239177169,0.046475333,0.200906321,0.043685997,0.122407601,0.417282624,0.106535356
 10/03  01:00:00,0.75573578,0,0,0.018257962,0.004403439,0.022661401,0.004403439,0.12470051,0.02711544,0.105451096,0.38420738,0.071169953
 10/03  02:00:00,0.65454836,0,0,0,0,0,0,0.08313364,0.018076959,0.090439573,0.379752802,0.062715387
 10/03  03:00:00,0.643700446,0,0,0,0,0,0,0.08313364,0.018076959,0.081532515,0.374407308,0.066120024
 10/03  04:00:00,0.669888919,0,0,0,0,0,0,0.08313364,0.018076959,0.093453154,0.360264022,0.094531144
 10/03  05:00:00,0.862106099,0,0,0,0,0,0,0.090061448,0.019583373,0.108356723,0.402025694,0.221648862
 10/03  06:00:00,1.341073463,0,0,0,0,0,0,0.187050662,0.04067316,0.171615043,0.464501155,0.456803444
 10/03  07:00:00,1.795299176,0,0,0,0,0,0,0.381029257,0.082852738,0.262970903,0.493567278,0.516948999
 10/03  08:00:00,1.681842333,0,0,0,0,0,0,0.339462385,0.07381425,0.334870699,0.417282624,0.495982375
 10/03  09:00:00,1.424326869,0,0,0,0,0,0,0.166267279,0.036153927,0.406710563,0.355141257,0.439623843
 10/03  10:00:00,1.342748243,0,0,0,0,0,0,0.131628237,0.028621858,0.423353376,0.363493591,0.375221182
 10/03  11:00:00,1.385634501,0,0,0.065101214,0.015314842,0.080416055,0.015314842,0.131628237,0.028621858,0.442174469,0.363604956,0.318758925
 10/03  12:00:00,1.589467578,0,0,0.278892896,0.065301291,0.344194187,0.065301291,0.131628237,0.028621858,0.432310149,0.35747991,0.274803237
 10/03  13:00:00,1.797975829,0,0,0.4900323,0.113884605,0.603916904,0.113884605,0.131628237,0.028621858,0.392839479,0.369841365,0.250697985
 10/03  14:00:00,2.089894647,0,0,0.75474328,0.174151999,0.928895278,0.174151999,0.131628237,0.028621858,0.363165015,0.390666519,0.226487739
 10/03  15:00:00,2.399711952,0,0,0.968620117,0.22357087,1.192190986,0.22357087,0.138556066,0.030128277,0.375164065,0.412382588,0.230859969
 10/03  16:00:00,2.671932259,0,0,1.018580191,0.237026432,1.255606624,0.237026432,0.173195109,0.037660323,0.435099749,0.487776326,0.262164129
 10/03  17:00:00,2.937922616,0,0,0.894353296,0.21150088,1.105854176,0.21150088,0.28403996,0.061762949,0.542946891,0.592570281,0.330318359
 10/03  18:00:00,3.210825791,0,0,0.803465144,0.195350206,0.99881535,0.195350206,0.519585324,0.112980991,0.489747791,0.643352474,0.395913861
 10/03  19:00:00,3.380244983,0,0,0.72223246,0.175801182,0.898033642,0.175801182,0.817480839,0.177756777,0.393243357,0.664066264,0.409234104
 10/03  20:00:00,3.263485486,0,0,0.594971751,0.144964062,0.739935813,0.144964062,0.900614478,0.195833729,0.346868578,0.686895977,0.372906911
 10/03  21:00:00,2.758709327,0,0,0.39648199,0.096696828,0.493178819,0.096696828,0.755130584,0.164199057,0.326136774,0.670859495,0.328774598
 10/03  22:00:00,2.07382834,0,0,0.205461475,0.050153912,0.255615387,0.050153912,0.568079919,0.123525897,0.264015642,0.58054292,0.261618573
 10/03  23:00:00,1.375850257,0,0,0,0,0,0,0.394884813,0.085865552,0.18093082,0.504480995,0.189258077
 10/03  24:00:00,0.915338387,0,0,0,0,0,0,0.200906321,0.043685997,0.122407601,0.417282624,0.110625844
 10/04  01:00:00,0.736836678,0,0,0,0,0,0,0.12470051,0.02711544,0.105451096,0.38420738,0.074932251
 10/04  02:00:00,0.658235248,0,0,0,0,0,0,0.08313364,0.018076959,0.090439573,0.379752802,0.066402275
 10/04  03:00:00,0.647521925,0,0,0,0,0,0,0.08313364,0.018076959,0.081532515,0.374407308,0.069941503
 10/04  04:00:00,0.673801366,0,0,0,0,0,0,0.08313364,0.018076959,0.093453154,0.360264022,0.098443592
 10/04  05:00:00,0.86650337,0,0,0,0,0,0,0.090061448,0.019583373,0.108356723,0.402025694,0.226046133
 10/04  06:00:00,1.346444713,0,0,0,0,0,0,0.187050662,0.04067316,0.171615043,0.464501155,0.462174694
 10/04  07:00:00,1.800924829,0,0,0,0,0,0,0.381029257,0.082852738,0.262970903,0.493567278,0.522574652
 10/04  08:00:00,1.687152824,0,0,0,0,0,0,0.339462385,0.07381425,0.334870699,0.417282624,0.501292866
 10/04  09:00:00,1.428711292,0,0,0,0,0,0,0.166267279,0.036153927,0.406710563,0.355141257,0.444008266
 10/04  10:00:00,1.346045929,0,0,0,0,0,0,0.131628237,0.028621858,0.423353376,0.363493591,0.378518868
 10/04  11:00:00,1.307392265,0,0,0,0,0,0,0.131628237,0.028621858,0.442174469,0.363604956,0.320932745
 10/04  12:00:00,1.246604092,0,0,0,0,0,0,0.131628237,0.028621858,0.432310149,0.35747991,0.276133938
 10/04  13:00:00,1.338833724,0,0,0.116676115,0.027126072,0.143802187,0.027126072,0.131628237,0.028621858,0.392839479,0.369841365,0.251670598
 10/04  14:00:00,1.64310561,0,0,0.390978918,0.090246949,0.481225867,0.090246949,0.131628237,0.028621858,0.363165015,0.390666519,0.227368114
 10/04  15:00:00,2.057520323,0,0,0.692311332,0.156881653,0.849192985,0.156881653,0.138556066,0.030128277,0.375164065,0.412382588,0.231666343
 10/04  16:00:00,2.3879516,0,0,0.788486398,0.182258797,0.970745195,0.182258797,0.173195109,0.037660323,0.435099749,0.487776326,0.263044899
 10/04  17:00:00,2.811408041,0,0,0.791836269,0.186421712,0.978257981,0.186421712,0.28403996,0.061762949,0.542946891,0.592570281,0.33139998
 10/04  18:00:00,3.15442586,0,0,0.75600266,0.18511149,0.941114151,0.18511149,0.519585324,0.112980991,0.489747791,0.643352474,0.397215129
 10/04  19:00:00,3.279451893,0,0,0.638058995,0.157285809,0.795344804,0.157285809,0.817480839,0.177756777,0.393243357,0.664066264,0.411129852
 10/04  20:00:00,3.143381268,0,0,0.495414091,0.122157485,0.617571576,0.122157485,0.900614478,0.195833729,0.346868578,0.686895977,0.37516693
 10/04  21:00:00,2.758172602,0,0,0.39346408,0.097024119,0.4904882,0.097024119,0.755130584,0.164199057,0.326136774,0.670859495,0.330928492
 10/04  22:00:00,2.051517794,0,0,0.185586971,0.0457688,0.231355771,0.0457688,0.568079919,0.123525897,0.264015642,0.58054292,0.263567644
 10/04  23:00:00,1.377820517,0,0,0,0,0,0,0.394884813,0.085865552,0.18093082,0.504480995,0.191228337
 10/04  24:00:00,0.91687171,0,0,0,0,0,0,0.200906321,0.043685997,0.122407601,0.417282624,0.112159166
 10/05  01:00:00,0.738212758,0,0,0,0,0,0,0.12470051,0.02711544,0.105451096,0.38420738,0.076308332
 10/05  02:00:00,0.659256696,0,0,0,0,0,0,0.08313364,0.018076959,0.090439573,0.379752802,0.067423722
 10/05  03:00:00,0.648479255,0,0,0,0,0,0,0.08313364,0.018076959,0.081532515,0.374407308,0.070898833
 10/05  04:00:00,0.674860883,0,0,0,0,0,0,0.08313364,0.018076959,0.093453154,0.360264022,0.099503108
 10/05  05:00:00,0.867672914,0,0,0,0,0,0,0.090061448,0.019583373,0.108356723,0.402025694,0.227215677
 10/05  06:00:00,1.348842738,0,0,0,0,0,0,0.187050662,0.04067316,0.171615043,0.464501155,0.464572719
 10/05  07:00:00,1.803464615,0,0,0,0,0,0,0.381029257,0.082852738,0.262970903,0.493567278,0.525114438
 10/05  08:00:00,1.689154657,0,0,0,0,0,0,0.339462385,0.07381425,0.334870699,0.417282624,0.503294699
 10/05  09:00:00,1.430189508,0,0,0,0,0,0,0.166267279,0.036153927,0.406710563,0.355141257,0.445486482
 10/05  10:00:00,1.346518436,0,0,0,0,0,0,0.131628237,0.028621858,0.423353376,0.363493591,0.378991374
 10/05  11:00:00,1.307939365,0,0,0,0,0,0,0.131628237,0.028621858,0.442174469,0.363604956,0.321479845
 10/05  12:00:00,1.425802759,0,0,0.14537353,0.033002166,0.178375696,0.033002166,0.131628237,0.028621858,0.432310149,0.35747991,0.276956908
 10/05  13:00:00,1.655375998,0,0,0.374470394,0.085050357,0.459520751,0.085050357,0.131628237,0.028621858,0.392839479,0.369841365,0.252494308
 10/05  14:00:00,1.928989217,0,0,0.625609386,0.140799143,0.766408529,0.140799143,0.131628237,0.028621858,0.363165015,0.390666519,0.228069059
 10/05  15:00:00,2.078700077,0,0,0.707042724,0.162392344,0.869435067,0.162392344,0.138556066,0.030128277,0.375164065,0.412382588,0.232604014
 10/05  16:00:00,2.526900626,0,0,0.905278639,0.203783867,1.109062506,0.203783867,0.173195109,0.037660323,0.435099749,0.487776326,0.263676614
 10/05  17:00:00,2.84875419,0,0,0.819440984,0.195221057,1.014662042,0.195221057,0.28403996,0.061762949,0.542946891,0.592570281,0.332342067
 10/05  18:00:00,3.225286733,0,0,0.812650789,0.198268192,1.010918981,0.198268192,0.519585324,0.112980991,0.489747791,0.643352474,0.398271171
 10/05  19:00:00,3.44660774,0,0,0.771297323,0.190562917,0.96186024,0.190562917,0.817480839,0.177756777,0.393243357,0.664066264,0.411770263
 10/05  20:00:00,3.422022078,0,0,0.718565275,0.177525067,0.896090342,0.177525067,0.900614478,0.195833729,0.346868578,0.686895977,0.375288974
 10/05  21:00:00,2.995804057,0,0,0.584026853,0.144272817,0.72829967,0.144272817,0.755130584,0.164199057,0.326136774,0.670859495,0.330748477
 10/05  22:00:00,2.34707593,0,0,0.422995941,0.104473579,0.52746952,0.104473579,0.568079919,0.123525897,0.264015642,0.58054292,0.263012031
 10/05  23:00:00,1.643768353,0,0,0.213939986,0.05282534,0.266765326,0.05282534,0.394884813,0.085865552,0.18093082,0.504480995,0.190410847
 10/05  24:00:00,0.994476065,0,0,0.063130191,0.015585115,0.078715307,0.015585115,0.200906321,0.043685997,0.122407601,0.417282624,0.111048215
 10/06  01:00:00,0.737137595,0,0,0,0,0,0,0.12470051,0.02711544,0.105451096,0.38420738,0.075233169
 10/06  02:00:00,0.658123321,0,0,0,0,0,0,0.08313364,0.018076959,0.090439573,0.379752802,0.066290348
 10/06  03:00:00,0.646994128,0,0,0,0,0,0,0.08313364,0.018076959,0.081532515,0.374407308,0.069413707
 10/06  04:00:00,0.673602567,0,0,0,0,0,0,0.08313364,0.018076959,0.093453154,0.360264022,0.098244792
 10/06  05:00:00,0.866840306,0,0,0,0,0,0,0.090061448,0.019583373,0.108356723,0.402025694,0.226383068
 10/06  06:00:00,1.348634407,0,0,0,0,0,0,0.187050662,0.04067316,0.171615043,0.464501155,0.464364388
 10/06  07:00:00,1.803663205,0,0,0,0,0,0,0.381029257,0.082852738,0.262970903,0.493567278,0.525313028
 10/06  08:00:00,1.690066069,0,0,0,0,0,0,0.339462385,0.07381425,0.334870699,0.417282624,0.50420611
 10/06  09:00:00,1.43199823,0,0,0,0,0,0,0.166267279,0.036153927,0.406710563,0.355141257,0.447295204
 10/06  10:00:00,1.349185701,0,0,0,0,0,0,0.131628237,0.028621858,0.423353376,0.363493591,0.38165864
 10/06  11:00:00,1.541044732,0,0,0.188767454,0.042422511,0.231189965,0.042422511,0.131628237,0.028621858,0.442174469,0.363604956,0.323395247
 10/06  12:00:00,1.774746791,0,0,0.431232623,0.094626199,0.525858822,0.094626199,0.131628237,0.028621858,0.432310149,0.35747991,0.278417815
 10/06  13:00:00,1.982486946,0,0,0.644280657,0.14139152,0.785672177,0.14139152,0.131628237,0.028621858,0.392839479,0.369841365,0.25345383
 10/06  14:00:00,2.295508568,0,0,0.93035498,0.202157209,1.132512189,0.202157209,0.131628237,0.028621858,0.363165015,0.390666519,0.22848475
 10/06  15:00:00,2.659541262,0,0,1.193897659,0.256273128,1.450170787,0.256273128,0.138556066,0.030128277,0.375164065,0.412382588,0.232709479
 10/06  16:00:00,2.914990468,0,0,1.226983996,0.269357471,1.496341467,0.269357471,0.173195109,0.037660323,0.435099749,0.487776326,0.264487494
 10/06  17:00:00,3.332693632,0,0,1.222613842,0.274756802,1.497370644,0.274756802,0.28403996,0.061762949,0.542946891,0.592570281,0.333572907
 10/06  18:00:00,3.581294606,0,0,1.105417674,0.260410836,1.36582851,0.260410836,0.519585324,0.112980991,0.489747791,0.643352474,0.399369516
 10/06  19:00:00,3.709834991,0,0,0.98415957,0.23964483,1.223804401,0.23964483,0.817480839,0.177756777,0.393243357,0.664066264,0.413053353
 10/06  20:00:00,3.684744979,0,0,0.930832779,0.226669848,1.157502627,0.226669848,0.900614478,0.195833729,0.346868578,0.686895977,0.37659959
 10/06  21:00:00,3.206625554,0,0,0.75228348,0.185586997,0.937870477,0.185586997,0.755130584,0.164199057,0.326136774,0.670859495,0.331999167
 10/06  22:00:00,2.511039086,0,0,0.553842596,0.136639842,0.690482437,0.136639842,0.568079919,0.123525897,0.264015642,0.58054292,0.263962269
 10/06  23:00:00,1.872912923,0,0,0.397655694,0.098100578,0.495756272,0.098100578,0.394884813,0.085865552,0.18093082,0.504480995,0.190564471
 10/06  24:00:00,1.174804212,0,0,0.207679928,0.051227,0.258906927,0.051227,0.200906321,0.043685997,0.122407601,0.417282624,0.111184741
 10/07  01:00:00,0.816336559,0,0,0.0573744,0.014149587,0.071523987,0.014149587,0.12470051,0.02711544,0.110055957,0.38420738,0.078303285
 10/07  02:00:00,0.663382873,0,0,0,0,0,0,0.08313364,0.018076959,0.093486018,0.379752802,0.068503455
 10/07  03:00:00,0.650988708,0,0,0,0,0,0,0.08313364,0.018076959,0.083125486,0.374407308,0.071815315
 10/07  04:00:00,0.682067059,0,0,0,0,0,0,0.08313364,0.018076959,0.096569503,0.360264022,0.103592936
 10/07  05:00:00,0.889221732,0,0,0,0,0,0,0.090061448,0.019583373,0.113136198,0.402025694,0.24398502
 10/07  06:00:00,1.401912211,0,0,0,0,0,0,0.187050662,0.04067316,0.184011474,0.464501155,0.505245761
 10/07  07:00:00,1.877064101,0,0,0,0,0,0,0.381029257,0.082852738,0.287659159,0.493567278,0.574025669
 10/07  08:00:00,1.77749255,0,0,0,0,0,0,0.339462385,0.07381425,0.372714216,0.417282624,0.553789074
 10/07  09:00:00,1.572588853,0,0,0.035363008,0.008470535,0.043833543,0.008470535,0.166267279,0.036153927,0.459246797,0.355141257,0.491516049
 10/07  10:00:00,1.701305564,0,0,0.207610238,0.048007147,0.255617385,0.048007147,0.131628237,0.028621858,0.482755643,0.363493591,0.41875885
 10/07  11:00:00,1.912904883,0,0,0.417272479,0.093721153,0.510993632,0.093721153,0.131628237,0.028621858,0.503411355,0.363604956,0.354214846
 10/07  12:00:00,2.168156614,0,0,0.687635964,0.149410516,0.83704648,0.149410516,0.131628237,0.028621858,0.488089073,0.35747991,0.304861056
 10/07  13:00:00,2.399929522,0,0,0.929638063,0.199550211,1.129188274,0.199550211,0.131628237,0.028621858,0.443692184,0.369841365,0.276527604
 10/07  14:00:00,2.602054517,0,0,1.129656435,0.242517025,1.37217346,0.242517025,0.131628237,0.028621858,0.408811516,0.390666519,0.249722927
 10/07  15:00:00,2.717588943,0,0,1.18571629,0.257725094,1.443441383,0.257725094,0.138556066,0.030128277,0.418399533,0.412382588,0.254251096
 10/07  16:00:00,2.944222053,0,0,1.192395005,0.264953517,1.457348522,0.264953517,0.173195109,0.037660323,0.477003988,0.487776326,0.290807785
 10/07  17:00:00,3.339089948,0,0,1.163447734,0.266804472,1.430252207,0.266804472,0.28403996,0.061762949,0.584190809,0.592570281,0.365843742
 10/07  18:00:00,3.677658587,0,0,1.116905077,0.262960459,1.379865536,0.262960459,0.519585324,0.112980991,0.529776492,0.643352474,0.441667769
 10/07  19:00:00,3.892379016,0,0,1.064588999,0.254651931,1.31924093,0.254651931,0.817480839,0.177756777,0.433195571,0.664066264,0.460208636
 10/07  20:00:00,3.806929028,0,0,0.961096453,0.233543196,1.194639649,0.233543196,0.900614478,0.195833729,0.387533176,0.686895977,0.420982018
 10/07  21:00:00,3.390307545,0,0,0.838436604,0.204926671,1.043363276,0.204926671,0.755130584,0.164199057,0.367678107,0.670859495,0.368647026
 10/07  22:00:00,2.776412776,0,0,0.719110326,0.17573807,0.894848396,0.17573807,0.568079919,0.123525897,0.29702439,0.58054292,0.291961254
 10/07  23:00:00,2.07725883,0,0,0.53362629,0.131224542,0.664850831,0.131224542,0.394884813,0.085865552,0.199054806,0.504480995,0.207691833
