Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 01/01  01:00:00,0.977322350498,4.65960987435,0.0,4.18009651897,0.111924059107,0.111924059107,0.111924059107,0.210085920843,0.0459277025038,0.122837147866,0.465847520178
 01/01  02:00:00,0.830215435204,5.17735993225,0.0,4.79078883044,0.128275634258,0.128275634258,0.128275634258,0.122550102381,0.0267911558346,0.102975685881,0.428922856849
 01/01  03:00:00,0.774177020117,5.45420964832,0.0,5.09265584457,0.136358266173,0.136358266173,0.136358266173,0.0875357858627,0.0191365395425,0.0864965903205,0.423949838219
 01/01  04:00:00,0.772007118483,5.98224694227,0.0,5.61360664695,0.15030697002,0.15030697002,0.15030697002,0.0875357858627,0.0191365395425,0.0763456071944,0.417982215863
 01/01  05:00:00,0.777498813928,6.34332745508,0.0,5.89985861709,0.157971501755,0.157971501755,0.157971501755,0.0875357858627,0.0191365395425,0.0899621050554,0.402192881712
 01/01  06:00:00,0.847092725776,6.90135291962,0.0,6.13658926732,0.164310076754,0.164310076754,0.164310076754,0.0875357858627,0.0191365395425,0.106595392246,0.44881493137
 01/01  07:00:00,1.12085182911,7.29641150522,0.0,5.92966949123,0.158769701994,0.158769701994,0.158769701994,0.201332295531,0.0440140383346,0.177474275597,0.518561517658
 01/01  08:00:00,1.54878718171,7.40895179379,0.0,5.86844177634,0.157130301002,0.157130301002,0.157130301002,0.411418216375,0.0899417408384,0.281086459277,0.551010464219
 01/01  09:00:00,1.45883363,6.21292636433,0.0,4.71364671927,0.126210117787,0.126210117787,0.126210117787,0.393911071919,0.0861144362557,0.36605048386,0.465847520178
 01/01  10:00:00,1.20381306835,4.67220164826,0.0,3.3155448162,0.0887752788236,0.0887752788236,0.0887752788236,0.201332295531,0.0440140383346,0.45251754537,0.396473910288
