Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly) 
 02/21  06:00:00,0.362128672,0.434877756,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/21  07:00:00,0.447056187,1.277446653,0,0.460756867,0,0.009093916,0.009093916,0.009093916,0.043405845,0.007249539,0.042192817,0.33529207
 02/21  08:00:00,0.533394055,0.932946254,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/21  09:00:00,0.459913269,0.885376087,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/21  10:00:00,0.371772004,0.796462809,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/21  11:00:00,0.365136255,0.693509313,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/21  12:00:00,0.364578384,0.631939585,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/21  13:00:00,0.361622516,0.586657626,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/21  14:00:00,0.368700265,0.52868986,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/21  15:00:00,0.383114846,0.493753391,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/21  16:00:00,0.407876436,0.528545825,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/21  17:00:00,0.49596286,0.650598859,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/21  18:00:00,0.652509016,0.876523572,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/21  19:00:00,0.814469507,0.890036885,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/21  20:00:00,0.854593543,0.780666438,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/21  21:00:00,0.841791152,0.681619626,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/21  22:00:00,0.777129304,0.600742688,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/21  23:00:00,0.646480796,0.488448997,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/21  24:00:00,0.534216476,0.374461199,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 02/22  01:00:00,0.409075327,0.251429712,0,0,0,0,0,0,0.050954674,0.008510327,0.03858013,0.301208196
 02/22  02:00:00,0.358730751,0.200102243,0,0,0,0,0,0,0.030195368,0.005043158,0.036336818,0.277333407
 02/22  03:00:00,0.342519934,0.181716092,0,0,0,0,0,0,0.020759314,0.003467171,0.034353502,0.274117948
 02/22  04:00:00,0.337421349,0.188010535,0,0,0,0,0,0,0.020759314,0.003467171,0.033113468,0.270259396
 02/22  05:00:00,0.327705829,0.236534671,0,0,0,0,0,0,0.020759314,0.003467171,0.033607033,0.260050311
 02/22  06:00:00,0.362128672,0.434282894,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/22  07:00:00,0.438616244,0.848687196,0,0.033134499,0,0.000653973,0.000653973,0.000653973,0.043405845,0.007249539,0.042192817,0.33529207
 02/22  08:00:00,0.533394055,0.93102159,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/22  09:00:00,0.459913269,0.883806051,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/22  10:00:00,0.371772004,0.794638696,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/22  11:00:00,0.365136255,0.692185237,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/22  12:00:00,0.364578384,0.630808269,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/22  13:00:00,0.361622516,0.586197924,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/22  14:00:00,0.368700265,0.528768991,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/22  15:00:00,0.383114846,0.493860857,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/22  16:00:00,0.407876436,0.529065599,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/22  17:00:00,0.49596286,0.65065596,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/22  18:00:00,0.652509016,0.874719284,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/22  19:00:00,0.814469507,0.887565188,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/22  20:00:00,0.854593543,0.778253756,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/22  21:00:00,0.841791152,0.678647273,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/22  22:00:00,0.777129304,0.597268367,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/22  23:00:00,0.646480796,0.48427311,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/22  24:00:00,0.534216476,0.370328084,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 02/23  01:00:00,0.409075327,0.247357215,0,0,0,0,0,0,0.050954674,0.008510327,0.03858013,0.301208196
 02/23  02:00:00,0.358730751,0.195266395,0,0,0,0,0,0,0.030195368,0.005043158,0.036336818,0.277333407
 02/23  03:00:00,0.342519934,0.176748198,0,0,0,0,0,0,0.020759314,0.003467171,0.034353502,0.274117948
 02/23  04:00:00,0.337421349,0.181862693,0,0,0,0,0,0,0.020759314,0.003467171,0.033113468,0.270259396
 02/23  05:00:00,0.327705829,0.230799441,0,0,0,0,0,0,0.020759314,0.003467171,0.033607033,0.260050311
 02/23  06:00:00,0.362128672,0.428435228,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/23  07:00:00,0.437962272,0.808756546,0,0,0,0,0,0,0.043405845,0.007249539,0.042192817,0.33529207
 02/23  08:00:00,0.533394055,0.924404551,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/23  09:00:00,0.459913269,0.877824612,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/23  10:00:00,0.371772004,0.789691059,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/23  11:00:00,0.365136255,0.686980833,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/23  12:00:00,0.364578384,0.625370114,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/23  13:00:00,0.361622516,0.580249479,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/23  14:00:00,0.368700265,0.523042945,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/23  15:00:00,0.383114846,0.487927351,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/23  16:00:00,0.407876436,0.523240249,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/23  17:00:00,0.49596286,0.644897535,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/23  18:00:00,0.652509016,0.868585551,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/23  19:00:00,0.814469507,0.882062591,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/23  20:00:00,0.854593543,0.772926391,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/23  21:00:00,0.841791152,0.673634879,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/23  22:00:00,0.777129304,0.592482624,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/23  23:00:00,0.646480796,0.479741203,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/23  24:00:00,0.534216476,0.365862573,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 02/24  01:00:00,0.409075327,0.24388697,0,0,0,0,0,0,0.050954674,0.008510327,0.03858013,0.301208196
 02/24  02:00:00,0.358730751,0.19324407,0,0,0,0,0,0,0.030195368,0.005043158,0.036336818,0.277333407
 02/24  03:00:00,0.342519934,0.174860452,0,0,0,0,0,0,0.020759314,0.003467171,0.034353502,0.274117948
 02/24  04:00:00,0.337421349,0.180993029,0,0,0,0,0,0,0.020759314,0.003467171,0.033113468,0.270259396
 02/24  05:00:00,0.327705829,0.23085171,0,0,0,0,0,0,0.020759314,0.003467171,0.033607033,0.260050311
 02/24  06:00:00,0.362128672,0.428214656,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/24  07:00:00,0.437962272,0.808462174,0,0,0,0,0,0,0.043405845,0.007249539,0.042192817,0.33529207
 02/24  08:00:00,0.533394055,0.924483613,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/24  09:00:00,0.459913269,0.878345559,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/24  10:00:00,0.371772004,0.790530182,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/24  11:00:00,0.365136255,0.687934497,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/24  12:00:00,0.364578384,0.626530689,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/24  13:00:00,0.361622516,0.581521247,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/24  14:00:00,0.368700265,0.524103688,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/24  15:00:00,0.383114846,0.489070773,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/24  16:00:00,0.407876436,0.524320243,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/24  17:00:00,0.49596286,0.646728696,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/24  18:00:00,0.652509016,0.87212143,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/24  19:00:00,0.814469507,0.885539923,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/24  20:00:00,0.854593543,0.77561231,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/24  21:00:00,0.841791152,0.676510086,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/24  22:00:00,0.777129304,0.595554411,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/24  23:00:00,0.646480796,0.483763679,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/24  24:00:00,0.534216476,0.370520253,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 02/25  01:00:00,0.409403766,0.257296216,0,0,0,0,0,0,0.050954674,0.008510327,0.038908569,0.301208196
 02/25  02:00:00,0.358930779,0.201928257,0,0,0,0,0,0,0.030195368,0.005043158,0.036536846,0.277333407
 02/25  03:00:00,0.342639386,0.182534282,0,0,0,0,0,0,0.020759314,0.003467171,0.034472953,0.274117948
 02/25  04:00:00,0.337521281,0.189434681,0,0,0,0,0,0,0.020759314,0.003467171,0.033213401,0.270259396
 02/25  05:00:00,0.327866705,0.242464972,0,0,0,0,0,0,0.020759314,0.003467171,0.033767909,0.260050311
 02/25  06:00:00,0.362428796,0.455029352,0,0,0,0,0,0,0.022646523,0.003782369,0.035982657,0.290195247
 02/25  07:00:00,0.442038737,1.043767008,0,0.176121978,0,0.003476103,0.003476103,0.003476103,0.043405845,0.007249539,0.04279318,0.33529207
 02/25  08:00:00,0.534538428,0.991674071,0,0,0,0,0,0,0.086811663,0.014499079,0.052132741,0.356272945
 02/25  09:00:00,0.461767174,0.942407515,0,0,0,0,0,0,0.077375627,0.012923091,0.06043826,0.301208196
 02/25  10:00:00,0.373917515,0.846017134,0,0,0,0,0,0,0.037744197,0.006303949,0.063694837,0.256352532
 02/25  11:00:00,0.367153356,0.734235028,0,0,0,0,0,0,0.030195368,0.005043158,0.059711311,0.262381519
 02/25  12:00:00,0.366345189,0.664070175,0,0,0,0,0,0,0.030195368,0.005043158,0.058822757,0.262461906
 02/25  13:00:00,0.363189014,0.613997986,0,0,0,0,0,0,0.030195368,0.005043158,0.06008784,0.258040649
 02/25  14:00:00,0.370203827,0.551319476,0,0,0,0,0,0,0.030195368,0.005043158,0.058179751,0.26696355
 02/25  15:00:00,0.384398582,0.513846537,0,0,0,0,0,0,0.032082575,0.005358354,0.055139829,0.281995824
 02/25  16:00:00,0.409079596,0.549038763,0,0,0,0,0,0,0.037744197,0.006303949,0.05753826,0.297671191
 02/25  17:00:00,0.497216126,0.678389121,0,0,0,0,0,0,0.058503529,0.009771118,0.067026631,0.352092848
 02/25  18:00:00,0.653868901,0.91182729,0,0,0,0,0,0,0.113232617,0.018911843,0.084165902,0.427736539
 02/25  19:00:00,0.81626053,0.938990606,0,0,0,0,0,0,0.194382659,0.032465327,0.085197764,0.464392781
 02/25  20:00:00,0.856658864,0.836512481,0,0,0,0,0,0,0.249111747,0.041606052,0.076774397,0.479344669
 02/25  21:00:00,0.843621328,0.734825868,0,0,0,0,0,0,0.232126855,0.038769276,0.067079296,0.495823901
 02/25  22:00:00,0.77865471,0.644848714,0,0,0,0,0,0,0.192495451,0.03215013,0.059938883,0.484248245
 02/25  23:00:00,0.647507815,0.522742168,0,0,0,0,0,0,0.143427985,0.023955,0.051248031,0.419054798
 02/25  24:00:00,0.53484316,0.396170286,0,0,0,0,0,0,0.10002214,0.016705461,0.044142737,0.364150822
 02/26  01:00:00,0.409403766,0.257610413,0,0,0,0,0,0,0.050954674,0.008510327,0.038908569,0.301208196
 02/26  02:00:00,0.358930779,0.202333983,0,0,0,0,0,0,0.030195368,0.005043158,0.036536846,0.277333407
 02/26  03:00:00,0.342639386,0.183825141,0,0,0,0,0,0,0.020759314,0.003467171,0.034472953,0.274117948
 02/26  04:00:00,0.337521281,0.189990026,0,0,0,0,0,0,0.020759314,0.003467171,0.033213401,0.270259396
 02/26  05:00:00,0.327866705,0.242946638,0,0,0,0,0,0,0.020759314,0.003467171,0.033767909,0.260050311
 02/26  06:00:00,0.363026944,0.486860673,0,0.030306071,0,0.000598148,0.000598148,0.000598148,0.022646523,0.003782369,0.035982657,0.290195247
 02/26  07:00:00,0.444266362,1.156155419,0,0.288987896,0,0.005703727,0.005703727,0.005703727,0.043405845,0.007249539,0.04279318,0.33529207
 02/26  08:00:00,0.534538428,0.990956921,0,0,0,0,0,0,0.086811663,0.014499079,0.052132741,0.356272945
 02/26  09:00:00,0.461767174,0.942057295,0,0,0,0,0,0,0.077375627,0.012923091,0.06043826,0.301208196
 02/26  10:00:00,0.373917515,0.845345436,0,0,0,0,0,0,0.037744197,0.006303949,0.063694837,0.256352532
 02/26  11:00:00,0.367153356,0.733781492,0,0,0,0,0,0,0.030195368,0.005043158,0.059711311,0.262381519
 02/26  12:00:00,0.366345189,0.664193183,0,0,0,0,0,0,0.030195368,0.005043158,0.058822757,0.262461906
 02/26  13:00:00,0.363189014,0.613924181,0,0,0,0,0,0,0.030195368,0.005043158,0.06008784,0.258040649
 02/26  14:00:00,0.370203827,0.551214551,0,0,0,0,0,0,0.030195368,0.005043158,0.058179751,0.26696355
 02/26  15:00:00,0.384398582,0.513906006,0,0,0,0,0,0,0.032082575,0.005358354,0.055139829,0.281995824
 02/26  16:00:00,0.409079596,0.549362059,0,0,0,0,0,0,0.037744197,0.006303949,0.05753826,0.297671191
 02/26  17:00:00,0.497216126,0.678284191,0,0,0,0,0,0,0.058503529,0.009771118,0.067026631,0.352092848
 02/26  18:00:00,0.653868901,0.911360393,0,0,0,0,0,0,0.113232617,0.018911843,0.084165902,0.427736539
 02/26  19:00:00,0.81626053,0.937972195,0,0,0,0,0,0,0.194382659,0.032465327,0.085197764,0.464392781
 02/26  20:00:00,0.856658864,0.834985367,0,0,0,0,0,0,0.249111747,0.041606052,0.076774397,0.479344669
 02/26  21:00:00,0.843621328,0.732869034,0,0,0,0,0,0,0.232126855,0.038769276,0.067079296,0.495823901
 02/26  22:00:00,0.77865471,0.641660103,0,0,0,0,0,0,0.192495451,0.03215013,0.059938883,0.484248245
 02/26  23:00:00,0.647507815,0.520028568,0,0,0,0,0,0,0.143427985,0.023955,0.051248031,0.419054798
 02/26  24:00:00,0.53484316,0.393112782,0,0,0,0,0,0,0.10002214,0.016705461,0.044142737,0.364150822
 02/27  01:00:00,0.409075327,0.246317963,0,0,0,0,0,0,0.050954674,0.008510327,0.03858013,0.301208196
 02/27  02:00:00,0.358730751,0.195180783,0,0,0,0,0,0,0.030195368,0.005043158,0.036336818,0.277333407
 02/27  03:00:00,0.342519934,0.176818898,0,0,0,0,0,0,0.020759314,0.003467171,0.034353502,0.274117948
 02/27  04:00:00,0.337421349,0.181854686,0,0,0,0,0,0,0.020759314,0.003467171,0.033113468,0.270259396
 02/27  05:00:00,0.327705829,0.231118143,0,0,0,0,0,0,0.020759314,0.003467171,0.033607033,0.260050311
 02/27  06:00:00,0.362128672,0.427322205,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/27  07:00:00,0.437962272,0.805689937,0,0,0,0,0,0,0.043405845,0.007249539,0.042192817,0.33529207
 02/27  08:00:00,0.533394055,0.920244675,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/27  09:00:00,0.459913269,0.873279235,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/27  10:00:00,0.371772004,0.785065548,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/27  11:00:00,0.365136255,0.682880349,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/27  12:00:00,0.364578384,0.621863,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/27  13:00:00,0.361622516,0.577919841,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/27  14:00:00,0.368700265,0.521564029,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/27  15:00:00,0.383114846,0.48590947,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/27  16:00:00,0.407876436,0.521324975,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/27  17:00:00,0.49596286,0.642946808,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/27  18:00:00,0.652509016,0.867738817,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/27  19:00:00,0.814469507,0.880795314,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/27  20:00:00,0.854593543,0.771378734,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/27  21:00:00,0.841791152,0.673107731,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/27  22:00:00,0.777129304,0.593249867,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/27  23:00:00,0.646480796,0.481605509,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/27  24:00:00,0.534216476,0.368753062,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 02/28  01:00:00,0.409075327,0.248402458,0,0,0,0,0,0,0.050954674,0.008510327,0.03858013,0.301208196
 02/28  02:00:00,0.358730751,0.196348884,0,0,0,0,0,0,0.030195368,0.005043158,0.036336818,0.277333407
 02/28  03:00:00,0.342519934,0.179410224,0,0,0,0,0,0,0.020759314,0.003467171,0.034353502,0.274117948
 02/28  04:00:00,0.337421349,0.185526072,0,0,0,0,0,0,0.020759314,0.003467171,0.033113468,0.270259396
 02/28  05:00:00,0.327705829,0.234615906,0,0,0,0,0,0,0.020759314,0.003467171,0.033607033,0.260050311
 02/28  06:00:00,0.362128672,0.43102494,0,0,0,0,0,0,0.022646523,0.003782369,0.035682533,0.290195247
 02/28  07:00:00,0.439480494,0.886022404,0,0.076923003,0,0.001518222,0.001518222,0.001518222,0.043405845,0.007249539,0.042192817,0.33529207
 02/28  08:00:00,0.533394055,0.92326129,0,0,0,0,0,0,0.086811663,0.014499079,0.050988367,0.356272945
 02/28  09:00:00,0.459913269,0.875152151,0,0,0,0,0,0,0.077375627,0.012923091,0.058584354,0.301208196
 02/28  10:00:00,0.371772004,0.786513216,0,0,0,0,0,0,0.037744197,0.006303949,0.061549326,0.256352532
 02/28  11:00:00,0.365136255,0.684637946,0,0,0,0,0,0,0.030195368,0.005043158,0.05769421,0.262381519
 02/28  12:00:00,0.364578384,0.62343924,0,0,0,0,0,0,0.030195368,0.005043158,0.057055953,0.262461906
 02/28  13:00:00,0.361622516,0.579171285,0,0,0,0,0,0,0.030195368,0.005043158,0.058521342,0.258040649
 02/28  14:00:00,0.368700265,0.521059734,0,0,0,0,0,0,0.030195368,0.005043158,0.05667619,0.26696355
 02/28  15:00:00,0.383114846,0.486219076,0,0,0,0,0,0,0.032082575,0.005358354,0.053856092,0.281995824
 02/28  16:00:00,0.407876436,0.521051717,0,0,0,0,0,0,0.037744197,0.006303949,0.0563351,0.297671191
 02/28  17:00:00,0.49596286,0.642654294,0,0,0,0,0,0,0.058503529,0.009771118,0.065773366,0.352092848
 02/28  18:00:00,0.652509016,0.866886582,0,0,0,0,0,0,0.113232617,0.018911843,0.082806016,0.427736539
 02/28  19:00:00,0.814469507,0.88032733,0,0,0,0,0,0,0.194382659,0.032465327,0.08340674,0.464392781
 02/28  20:00:00,0.854593543,0.770796231,0,0,0,0,0,0,0.249111747,0.041606052,0.074709076,0.479344669
 02/28  21:00:00,0.841791152,0.672513258,0,0,0,0,0,0,0.232126855,0.038769276,0.06524912,0.495823901
 02/28  22:00:00,0.777129304,0.59224056,0,0,0,0,0,0,0.192495451,0.03215013,0.058413477,0.484248245
 02/28  23:00:00,0.646480796,0.480553524,0,0,0,0,0,0,0.143427985,0.023955,0.050221013,0.419054798
 02/28  24:00:00,0.534216476,0.368575231,0,0,0,0,0,0,0.10002214,0.016705461,0.043516053,0.364150822
 03/01  01:00:00,0.380731718,0.242771745,0,0,0,0,0,0,0.050989091,0.008516075,0.048593265,0.262811286
 03/01  02:00:00,0.333263564,0.191287925,0,0,0,0,0,0,0.030274769,0.005056419,0.046130409,0.241979967
 03/01  03:00:00,0.317169037,0.17448775,0,0,0,0,0,0,0.020714317,0.003459656,0.043998662,0.239174402
 03/01  04:00:00,0.312273855,0.179252216,0,0,0,0,0,0,0.020714317,0.003459656,0.042470158,0.235807724
 03/01  05:00:00,0.303645682,0.226999256,0,0,0,0,0,0,0.020714317,0.003459656,0.042749653,0.226900056
 03/01  06:00:00,0.333814523,0.421511696,0,0,0,0,0,0,0.022307726,0.003725783,0.044756787,0.253202226
 03/01  07:00:00,0.394637612,0.795232907,0,0,0,0,0,0,0.035055005,0.005854802,0.051355531,0.292550273
 03/01  08:00:00,0.468517181,0.906992438,0,0,0,0,0,0,0.062142941,0.010378968,0.060316688,0.310856584
 03/01  09:00:00,0.398340223,0.862373344,0,0,0,0,0,0,0.049395688,0.008249949,0.068061301,0.262811286
 03/01  10:00:00,0.334378769,0.775542727,0,0,0,0,0,0,0.025494543,0.004258038,0.071130532,0.223673656
 03/01  11:00:00,0.329952594,0.674586227,0,0,0,0,0,0,0.020714317,0.003459656,0.067022531,0.228934091
 03/01  12:00:00,0.329247552,0.61486897,0,0,0,0,0,0,0.020714317,0.003459656,0.06624735,0.22900423
 03/01  13:00:00,0.327223826,0.569673259,0,0,0,0,0,0,0.020714317,0.003459656,0.068081275,0.225146578
 03/01  14:00:00,0.3333696,0.51453568,0,0,0,0,0,0,0.020714317,0.003459656,0.066441606,0.23293202
 03/01  15:00:00,0.343563617,0.480091891,0,0,0,0,0,0,0.020714317,0.003459656,0.063519608,0.246048036
 03/01  16:00:00,0.363335243,0.512521034,0,0,0,0,0,0,0.023901134,0.003991911,0.065895033,0.259725165
 03/01  17:00:00,0.435031217,0.626301254,0,0,0,0,0,0,0.036648409,0.006120929,0.075230531,0.307209349
 03/01  18:00:00,0.560798537,0.838597673,0,0,0,0,0,0,0.073296817,0.012241857,0.0922276,0.373210262
 03/01  19:00:00,0.704348824,0.856575691,0,0,0,0,0,0,0.141813398,0.023685336,0.093834389,0.405193701
 03/01  20:00:00,0.761249902,0.757046545,0,0,0,0,0,0,0.211923381,0.035394941,0.085870002,0.418239578
 03/01  21:00:00,0.784880654,0.663172733,0,0,0,0,0,0,0.227857467,0.038056213,0.076526875,0.432618098
 03/01  22:00:00,0.725161606,0.584928424,0,0,0,0,0,0,0.191209086,0.031935284,0.069677172,0.422518064
 03/01  23:00:00,0.603972923,0.475611926,0,0,0,0,0,0,0.143406801,0.023951462,0.061157423,0.365635237
 03/01  24:00:00,0.498526319,0.365191454,0,0,0,0,0,0,0.100384753,0.016766024,0.053823325,0.317730218
 03/02  01:00:00,0.380731718,0.244963697,0,0,0,0,0,0,0.050989091,0.008516075,0.048593265,0.262811286
 03/02  02:00:00,0.333263564,0.194342033,0,0,0,0,0,0,0.030274769,0.005056419,0.046130409,0.241979967
 03/02  03:00:00,0.317169037,0.176151244,0,0,0,0,0,0,0.020714317,0.003459656,0.043998662,0.239174402
 03/02  04:00:00,0.312273855,0.182296277,0,0,0,0,0,0,0.020714317,0.003459656,0.042470158,0.235807724
 03/02  05:00:00,0.303645682,0.229944282,0,0,0,0,0,0,0.020714317,0.003459656,0.042749653,0.226900056
 03/02  06:00:00,0.333814523,0.424261824,0,0,0,0,0,0,0.022307726,0.003725783,0.044756787,0.253202226
 03/02  07:00:00,0.394849405,0.808089623,0,0.010730793,0,0.000211793,0.000211793,0.000211793,0.035055005,0.005854802,0.051355531,0.292550273
 03/02  08:00:00,0.468517181,0.909033608,0,0,0,0,0,0,0.062142941,0.010378968,0.060316688,0.310856584
 03/02  09:00:00,0.398340223,0.86287743,0,0,0,0,0,0,0.049395688,0.008249949,0.068061301,0.262811286
 03/02  10:00:00,0.334378769,0.776046097,0,0,0,0,0,0,0.025494543,0.004258038,0.071130532,0.223673656
 03/02  11:00:00,0.329952594,0.676571693,0,0,0,0,0,0,0.020714317,0.003459656,0.067022531,0.228934091
 03/02  12:00:00,0.329247552,0.614737961,0,0,0,0,0,0,0.020714317,0.003459656,0.06624735,0.22900423
 03/02  13:00:00,0.327223826,0.569676609,0,0,0,0,0,0,0.020714317,0.003459656,0.068081275,0.225146578
 03/02  14:00:00,0.3333696,0.515054628,0,0,0,0,0,0,0.020714317,0.003459656,0.066441606,0.23293202
 03/02  15:00:00,0.343563617,0.480225758,0,0,0,0,0,0,0.020714317,0.003459656,0.063519608,0.246048036
 03/02  16:00:00,0.363335243,0.512308963,0,0,0,0,0,0,0.023901134,0.003991911,0.065895033,0.259725165
 03/02  17:00:00,0.435031217,0.625747558,0,0,0,0,0,0,0.036648409,0.006120929,0.075230531,0.307209349
 03/02  18:00:00,0.560798537,0.836985067,0,0,0,0,0,0,0.073296817,0.012241857,0.0922276,0.373210262
 03/02  19:00:00,0.704348824,0.855290865,0,0,0,0,0,0,0.141813398,0.023685336,0.093834389,0.405193701
 03/02  20:00:00,0.761249902,0.756677602,0,0,0,0,0,0,0.211923381,0.035394941,0.085870002,0.418239578
