Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.767153811048,4.65303965283,0.0,4.26144817675,0.114102288177,0.114102288177,0.114102288177,0.13299183107,0.0275544175015,0.092942924749,0.38421434955,0.365125328753
 01/01  02:00:00,0.66094390029,4.86772215309,0.0,4.55633067407,0.121997906355,0.121997906355,0.121997906355,0.0775785967864,0.0160734078338,0.0761857795615,0.353760209753,0.287023128802
 01/01  03:00:00,0.62245161891,5.07851817591,0.0,4.7888679194,0.128224200957,0.128224200957,0.128224200957,0.0554132755573,0.0114810068172,0.0623264934745,0.349658642104,0.265564437875
 01/01  04:00:00,0.61542226094,5.31733864256,0.0,5.02201361517,0.134466787107,0.134466787107,0.134466787107,0.0554132755573,0.0114810068172,0.0539764305342,0.344736760925,0.27157824668
 01/01  05:00:00,0.619873919437,5.58977819352,0.0,5.2321948556,0.140094489116,0.140094489116,0.140094489116,0.0554132755573,0.0114810068172,0.0658228643082,0.331714283638,0.33473359503
 01/01  06:00:00,0.674061839121,5.91991433444,0.0,5.28748451319,0.141574895818,0.141574895818,0.141574895818,0.0554132755573,0.0114810068172,0.080078180578,0.370166480351,0.606931344641
 01/01  07:00:00,0.891054385095,6.89033741165,0.0,5.74313013754,0.153775022672,0.153775022672,0.153775022672,0.127450542036,0.0264063108338,0.14038354292,0.427690966632,1.11774629185
 01/01  08:00:00,1.18351501098,7.11150371385,0.0,5.81662652008,0.155742923036,0.155742923036,0.155742923036,0.260442373107,0.0539607283354,0.228567290958,0.454453695544,1.26357269285
 01/01  09:00:00,1.14012220735,6.43010158925,0.0,5.16919552106,0.13840765217,0.13840765217,0.13840765217,0.24935972625,0.0516645292523,0.30112795013,0.38421434955,1.23443992086
 01/01  10:00:00,1.00196119645,6.02791405789,0.0,4.88112054495,0.130694308589,0.130694308589,0.130694308589,0.127450542036,0.0264063108338,0.375064554145,0.326997480842,1.12426868139
 01/01  11:00:00,1.00531420104,5.95718053721,0.0,4.94431129168,0.132386270686,0.132386270686,0.132386270686,0.105285248323,0.0218139126677,0.395792849183,0.334687920184,0.989814667232
 01/01  12:00:00,0.974199473019,4.00391194935,0.0,3.11304935788,0.0833533672616,0.0833533672616,0.0833533672616,0.105285248323,0.0218139126677,0.413608485392,0.334790459375,0.867800949891
 01/01  13:00:00,0.921950296658,2.69041056667,0.0,1.89336908799,0.0506958518193,0.0506958518193,0.0506958518193,0.105285248323,0.0218139126677,0.399656479991,0.329150803858,0.774368318037
 01/01  14:00:00,0.880736961959,2.09639886772,0.0,1.35651504864,0.0363213312887,0.0363213312887,0.0363213312887,0.105285248323,0.0218139126677,0.361435815596,0.340532654084,0.71642663325
 01/01  15:00:00,0.879849106543,2.1518971788,0.0,1.46542041073,0.039237323809,0.039237323809,0.039237323809,0.110826537357,0.0229620193354,0.331767743197,0.359707482845,0.661698747027
 01/01  16:00:00,0.945224070113,2.30040918742,0.0,1.60651348279,0.0430151574704,0.0430151574704,0.0430151574704,0.138533188893,0.0287025099169,0.339922588697,0.379702625135,0.667740342058
 01/01  17:00:00,1.18389492843,2.59267160838,0.0,1.82370874039,0.0488306631026,0.0488306631026,0.0488306631026,0.23273572157,0.0482202235015,0.389638662656,0.4491216576,0.738025658137
 01/01  18:00:00,1.64213942882,3.86517255171,0.0,2.94983043566,0.0789831035095,0.0789831035095,0.0789831035095,0.432223571359,0.0895518497538,0.480421867651,0.54561103655,0.877758350385
 01/01  19:00:00,1.90384696479,3.20643076834,0.0,2.14981688402,0.0575623627122,0.0575623627122,0.0575623627122,0.642793999216,0.133179675089,0.432594020017,0.592368907752,1.01580925846
 01/01  20:00:00,1.85367283201,3.12228211939,0.0,2.03519498986,0.0544933073449,0.0544933073449,0.0544933073449,0.681583297609,0.141216379006,0.349590650728,0.611441197322,1.04496873174
 01/01  21:00:00,1.730513562,3.36247156399,0.0,2.34894718576,0.0628941706168,0.0628941706168,0.0628941706168,0.587380696143,0.121698665421,0.310730298291,0.632461731524,0.969958006011
 01/01  22:00:00,1.597382625,3.71441670767,0.0,2.80220195601,0.0750302812224,0.0750302812224,0.0750302812224,0.493178163466,0.102180951837,0.293949140492,0.617696087987,0.869665493188
