Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.748937050515,3.97250660872,0.0,3.58109564218,0.095885527644,0.095885527644,0.095885527644,0.13299183107,0.0275544175015,0.092942924749,0.38421434955,0.364944819206
 01/01  02:00:00,0.643812044426,4.22770776116,0.0,3.91649673996,0.104866050491,0.104866050491,0.104866050491,0.0775785967864,0.0160734078338,0.0761857795615,0.353760209753,0.286842670979
 01/01  03:00:00,0.607608326344,4.52386639941,0.0,4.23450636316,0.113380908391,0.113380908391,0.113380908391,0.0554132755573,0.0114810068172,0.0623264934745,0.349658642104,0.265274217617
 01/01  04:00:00,0.601712539068,4.80504303277,0.0,4.50998821926,0.120757065234,0.120757065234,0.120757065234,0.0554132755573,0.0114810068172,0.0539764305342,0.344736760925,0.2713080328
 01/01  05:00:00,0.604444992678,5.01331155264,0.0,4.6559612598,0.124665562357,0.124665562357,0.124665562357,0.0554132755573,0.0114810068172,0.0658228643082,0.331714283638,0.334500549948
 01/01  06:00:00,0.658182164978,5.32664479213,0.0,4.69441657821,0.125695221675,0.125695221675,0.125695221675,0.0554132755573,0.0114810068172,0.080078180578,0.370166480351,0.606729737311
 01/01  07:00:00,0.859569501759,5.71424905357,0.0,4.56724487856,0.122290139337,0.122290139337,0.122290139337,0.127450542036,0.0264063108338,0.14038354292,0.427690966632,1.11754319275
 01/01  08:00:00,1.16257363299,6.32924687061,0.0,5.03451602548,0.134801545049,0.134801545049,0.134801545049,0.260442373107,0.0539607283354,0.228567290958,0.454453695544,1.2634263442
 01/01  09:00:00,1.12142639657,5.73171011027,0.0,4.47095160286,0.119711841388,0.119711841388,0.119711841388,0.24935972625,0.0516645292523,0.30112795013,0.38421434955,1.23429236008
 01/01  10:00:00,0.966396436936,4.69961825276,0.0,3.55286164682,0.0951295490797,0.0951295490797,0.0951295490797,0.127450542036,0.0264063108338,0.375064554145,0.326997480842,1.12423177439
 01/01  11:00:00,0.979965457711,5.01040658177,0.0,3.99759621886,0.107037527353,0.107037527353,0.107037527353,0.105285248323,0.0218139126677,0.395792849183,0.334687920184,0.989755784612
 01/01  12:00:00,0.957922604811,3.3959503447,0.0,2.5051471724,0.0670764990529,0.0670764990529,0.0670764990529,0.105285248323,0.0218139126677,0.413608485392,0.334790459375,0.867741530713
 01/01  13:00:00,0.912502873642,2.33753831849,0.0,1.54053038306,0.0412484288026,0.0412484288026,0.0412484288026,0.105285248323,0.0218139126677,0.399656479991,0.329150803858,0.774334774782
 01/01  14:00:00,0.875835520306,1.91331716277,0.0,1.17345789939,0.0314198896353,0.0314198896353,0.0314198896353,0.105285248323,0.0218139126677,0.361435815596,0.340532654084,0.716402077563
 01/01  15:00:00,0.8734486694,1.91283396892,0.0,1.22637935705,0.0328368866661,0.0328368866661,0.0328368866661,0.110826537357,0.0229620193354,0.331767743197,0.359707482845,0.661676590833
 01/01  16:00:00,0.93744306076,2.00978896342,0.0,1.31591135157,0.0352341481171,0.0352341481171,0.0352341481171,0.138533188893,0.0287025099169,0.339922588697,0.379702625135,0.667722249273
 01/01  17:00:00,1.18258776994,2.54381685201,0.0,1.77488949005,0.0475235046108,0.0475235046108,0.0475235046108,0.23273572157,0.0482202235015,0.389638662656,0.4491216576,0.737990152117
 01/01  18:00:00,1.63772525993,3.70028236034,0.0,2.78497176118,0.0745689346157,0.0745689346157,0.0745689346157,0.432223571359,0.0895518497538,0.480421867651,0.54561103655,0.8777268335
 01/01  19:00:00,1.90079133835,3.09222567227,0.0,2.03569652842,0.0545067362769,0.0545067362769,0.0545067362769,0.642793999216,0.133179675089,0.432594020017,0.592368907752,1.01572451798
 01/01  20:00:00,1.85094991902,3.02052886397,0.0,1.93350068754,0.0517703943566,0.0517703943566,0.0517703943566,0.681583297609,0.141216379006,0.349590650728,0.611441197322,1.04490977864
 01/01  21:00:00,1.72319514152,3.08910842601,0.0,2.07562164507,0.0555757501372,0.0555757501372,0.0555757501372,0.587380696143,0.121698665421,0.310730298291,0.632461731524,0.96992040871
 01/01  22:00:00,1.58478660331,3.24393442755,0.0,2.33177060397,0.0624342595246,0.0624342595246,0.0624342595246,0.493178163466,0.102180951837,0.293949140492,0.617696087987,0.869614565109
 01/01  23:00:00,1.30425315388,3.44206652866,0.0,2.68912360618,0.0720025549839,0.0720025549839,0.0720025549839,0.371268979252,0.0769227476707,0.234174068073,0.534536803897,0.716121992125
 01/01  24:00:00,1.02401005654,3.75148288291,0.0,3.17418015239,0.0849901731649,0.0849901731649,0.0849901731649,0.254901084073,0.05281263592,0.151455627092,0.464502536285,0.545306027181
 01/02  01:00:00,0.745904893629,4.09099371255,0.0,3.71336319413,0.0994270538349,0.0994270538349,0.0994270538349,0.13299183107,0.0275544175015,0.0863692416722,0.38421434955,0.351164371091
 01/02  02:00:00,0.643073996343,4.34019698398,0.0,4.03634433555,0.108075026483,0.108075026483,0.108075026483,0.0775785967864,0.0160734078338,0.0722387554862,0.353760209753,0.279484298204
 01/02  03:00:00,0.603646096632,4.46804976587,0.0,4.1840500626,0.112029917106,0.112029917106,0.112029917106,0.0554132755573,0.0114810068172,0.0597152550472,0.349658642104,0.259913884645
 01/02  04:00:00,0.595054786591,4.60164293422,0.0,4.31233163941,0.115464716929,0.115464716929,0.115464716929,0.0554132755573,0.0114810068172,0.0526110263622,0.344736760925,0.265564514101
 01/02  05:00:00,0.593227069508,4.6823940969,0.0,4.33675988713,0.116118794803,0.116118794803,0.116118794803,0.0554132755573,0.0114810068172,0.0631517086927,0.331714283638,0.322784466881
 01/02  06:00:00,0.642315248953,4.85329584294,0.0,4.25482682104,0.11392499825,0.11392499825,0.11392499825,0.0554132755573,0.0114810068172,0.0759814879778,0.370166480351,0.572970545293
 01/02  07:00:00,0.831972127367,5.00296105691,0.0,3.93338632692,0.105318277161,0.105318277161,0.105318277161,0.127450542036,0.0264063108338,0.129758030703,0.427690966632,1.04011374774
 01/02  08:00:00,1.11857839163,5.38214632175,0.0,4.18172511746,0.111967665601,0.111967665601,0.111967665601,0.260442373107,0.0539607283354,0.207405929039,0.454453695544,1.16911670337
 01/02  09:00:00,1.07089570394,4.95729019624,0.0,3.79520659846,0.101618449651,0.101618449651,0.101618449651,0.24935972625,0.0516645292523,0.268690649238,0.38421434955,1.13561745046
 01/02  10:00:00,0.925808500857,4.77439576769,0.0,3.71880166517,0.0995726714664,0.0995726714664,0.0995726714664,0.127450542036,0.0264063108338,0.330033495679,0.326997480842,1.03306927097
 01/02  11:00:00,0.938018903659,5.26706282341,0.0,4.33259218429,0.11600720259,0.11600720259,0.11600720259,0.105285248323,0.0218139126677,0.344876619894,0.334687920184,0.91141606082
 01/02  12:00:00,0.930867834315,4.28075824721,0.0,3.45504596831,0.0925104880761,0.0925104880761,0.0925104880761,0.105285248323,0.0218139126677,0.361119725873,0.334790459375,0.802650637313
 01/02  13:00:00,0.90458713761,3.77101944082,0.0,3.03050484237,0.0811431988622,0.0811431988622,0.0811431988622,0.105285248323,0.0218139126677,0.3518459739,0.329150803858,0.717841437808
